build_up_id,goal_id,goal_event_id,goal_label,match_id,match_name,team,opponent,scorer,minute,second,period,possession,passes_before_goal,attack_duration_seconds,build_up_type,shot_xg,tournament_stage,tournament_progress_score,finishing_efficiency,match_stage,play_pattern,start_x,start_y,goal_x,goal_y,shot_x,shot_y,competition_label,competition_value
3939969_1,3939969_1,1906b9d3-ef16-4a26-958c-fa11e852b237,Argentina - Julián Álvarez (48') vs Canada,3939969,Argentina vs Canada,Argentina,Canada,Julián Álvarez,48,4,2,83,6,8.939000000000021,Medium build-up,0.28057104,Group Stage,0,,Group Stage,From Throw In,85.6,80.0,115.7,50.0,115.7,50.0,Copa America - 2024,223|282|ALL
3939969_2,3939969_2,9647ba4a-9ce0-4367-af38-8461ea45b603,Argentina - Lautaro Javier Martínez (87') vs Canada,3939969,Argentina vs Canada,Argentina,Canada,Lautaro Javier Martínez,87,23,2,155,16,62.960000000000036,Long build-up,0.41493064,Group Stage,0,,Group Stage,Regular Play,33.0,54.7,107.0,44.9,107.0,44.9,Copa America - 2024,223|282|ALL
3939972_1,3939972_1,b056c5e5-e566-4dcf-973a-28662d06bd7a,Ecuador - Jeremy Leonel Sarmiento Morante (39') vs Venezuela,3939972,Ecuador vs Venezuela,Ecuador,Venezuela,Jeremy Leonel Sarmiento Morante,39,8,1,67,0,0.0,Quick attack,0.08814787,Group Stage,0,,Group Stage,From Free Kick,104.2,39.3,104.2,39.3,104.2,39.3,Copa America - 2024,223|282|ALL
3939972_2,3939972_2,5ba50afb-e46e-48dd-bb84-0775f7a2aede,Venezuela - Jhonder Leonel Cádiz Fernández (63') vs Ecuador,3939972,Ecuador vs Venezuela,Venezuela,Ecuador,Jhonder Leonel Cádiz Fernández,63,48,2,113,2,3.52599999999984,Quick attack,0.05229406,Group Stage,0,,Group Stage,From Throw In,96.6,80.0,103.3,50.0,103.3,50.0,Copa America - 2024,223|282|ALL
3939972_3,3939972_3,7fd3ca93-99b8-4262-81fc-56ca82e9f866,Venezuela - Eduard Alexander Bello Gil (73') vs Ecuador,3939972,Ecuador vs Venezuela,Venezuela,Ecuador,Eduard Alexander Bello Gil,73,36,2,131,15,55.94600000000014,Long build-up,0.22401401,Group Stage,0,,Group Stage,From Goal Kick,4.9,43.4,117.4,46.2,117.4,46.2,Copa America - 2024,223|282|ALL
3939971_1,3939971_1,6730228b-072d-476c-b7a5-9c6a3372a88f,Mexico - Gerardo Daniel Arteaga Zamora (68') vs Jamaica,3939971,Mexico vs Jamaica,Mexico,Jamaica,Gerardo Daniel Arteaga Zamora,68,30,2,138,2,10.573000000000093,Quick attack,0.07661064,Group Stage,0,,Group Stage,Regular Play,81.3,59.1,101.7,34.0,101.7,34.0,Copa America - 2024,223|282|ALL
3939974_1,3939974_1,32746db2-f800-4876-a655-07717fea4d42,United States - Christian Pulisic (2') vs Bolivia,3939974,United States vs Bolivia,United States,Bolivia,Christian Pulisic,2,26,1,7,2,4.326999999999998,Quick attack,0.026685437,Group Stage,0,,Group Stage,From Corner,120.0,0.1,102.7,23.1,102.7,23.1,Copa America - 2024,223|282|ALL
3939974_2,3939974_2,ab61d568-52c4-417d-9468-417bd50e4814,United States - Folarin Balogun (43') vs Bolivia,3939974,United States vs Bolivia,United States,Bolivia,Folarin Balogun,43,6,1,86,4,9.753000000000156,Medium build-up,0.071048014,Group Stage,0,,Group Stage,Regular Play,49.9,71.0,103.5,28.9,103.5,28.9,Copa America - 2024,223|282|ALL
3939975_1,3939975_1,3f08ec25-abde-4b7e-87b7-f799b150cea2,Colombia - Daniel Muñoz Mejía (31') vs Paraguay,3939975,Colombia vs Paraguay,Colombia,Paraguay,Daniel Muñoz Mejía,31,55,1,54,9,36.66000000000008,Long build-up,0.07853244,Group Stage,0,,Group Stage,From Throw In,65.7,0.1,112.4,46.8,112.4,46.8,Copa America - 2024,223|282|ALL
3939975_2,3939975_2,0764dfe4-0311-42be-a3bd-d079ad704bee,Colombia - Jefferson Andrés Lerma Solís (41') vs Paraguay,3939975,Colombia vs Paraguay,Colombia,Paraguay,Jefferson Andrés Lerma Solís,41,25,1,67,1,1.2800000000002,Quick attack,0.0654376,Group Stage,0,,Group Stage,From Free Kick,98.2,75.5,110.8,45.0,110.8,45.0,Copa America - 2024,223|282|ALL
3939975_3,3939975_3,deb18ec7-cd09-4a18-9429-ba6e25f5afd0,Paraguay - Julio César Enciso Espínola (68') vs Colombia,3939975,Colombia vs Paraguay,Paraguay,Colombia,Julio César Enciso Espínola,68,29,2,132,5,22.340000000000146,Medium build-up,0.18495002,Group Stage,0,,Group Stage,Regular Play,34.3,16.2,115.4,45.2,115.4,45.2,Copa America - 2024,223|282|ALL
3939973_1,3939973_1,9965a5f0-9ea0-44c7-9d16-ae03e8e4b9a2,Uruguay - Maximiliano Javier Araújo Vilches (15') vs Panama,3939973,Uruguay vs Panama,Uruguay,Panama,Maximiliano Javier Araújo Vilches,15,1,1,28,5,12.993000000000052,Medium build-up,0.040836003,Group Stage,0,,Group Stage,From Free Kick,69.5,69.1,101.1,26.2,101.1,26.2,Copa America - 2024,223|282|ALL
3939973_2,3939973_2,d30f92ca-d25e-48b9-a268-4a2cb3379b42,Uruguay - Darwin Gabriel Núñez Ribeiro (84') vs Panama,3939973,Uruguay vs Panama,Uruguay,Panama,Darwin Gabriel Núñez Ribeiro,84,46,2,151,4,15.213000000000193,Medium build-up,0.092181236,Group Stage,0,,Group Stage,From Throw In,38.2,0.1,109.4,33.5,109.4,33.5,Copa America - 2024,223|282|ALL
3939973_3,3939973_3,b9625c1d-79e2-4fac-b1d5-4ae0c71bc9f3,Uruguay - Matías Nicolás Viña Susperreguy (90') vs Panama,3939973,Uruguay vs Panama,Uruguay,Panama,Matías Nicolás Viña Susperreguy,90,43,2,158,1,1.2000000000002728,Quick attack,0.07229959,Group Stage,0,,Group Stage,From Free Kick,85.9,70.0,107.7,41.6,107.7,41.6,Copa America - 2024,223|282|ALL
3939973_4,3939973_4,289450f0-6a61-47bd-b0d4-b7c95bdefa2e,Panama - Michael Amir Murillo Bermudez (94') vs Uruguay,3939973,Uruguay vs Panama,Panama,Uruguay,Michael Amir Murillo Bermudez,94,0,2,163,10,43.24499999999989,Long build-up,0.07603763,Group Stage,0,,Group Stage,From Free Kick,57.2,35.9,106.6,52.2,106.6,52.2,Copa America - 2024,223|282|ALL
3939978_1,3939978_1,efbf4917-1f7c-49b9-a72f-fef2ff84a471,Canada - Jonathan David (73') vs Peru,3939978,Peru vs Canada,Canada,Peru,Jonathan David,73,38,2,140,2,7.192000000000007,Quick attack,0.24883753,Group Stage,0,,Group Stage,Regular Play,27.3,32.0,104.3,49.7,104.3,49.7,Copa America - 2024,223|282|ALL
3939977_1,3939977_1,ee39dcf6-3ff9-4162-ab3d-eeef967b6531,Argentina - Lautaro Javier Martínez (87') vs Chile,3939977,Chile vs Argentina,Argentina,Chile,Lautaro Javier Martínez,87,12,2,169,2,3.032000000000153,Quick attack,0.29882917,Group Stage,0,,Group Stage,From Corner,120.0,80.0,112.6,34.3,112.6,34.3,Copa America - 2024,223|282|ALL
3939980_1,3939980_1,75c6ee60-c867-4211-b2b7-d44e8b5d3b97,Jamaica - Michail Antonio (53') vs Ecuador,3939980,Ecuador vs Jamaica,Jamaica,Ecuador,Michail Antonio,53,26,2,95,1,4.151999999999987,Quick attack,0.43775764,Group Stage,0,,Group Stage,From Corner,120.0,0.1,116.1,36.9,116.1,36.9,Copa America - 2024,223|282|ALL
3939980_2,3939980_2,ba7f190d-d854-4666-b88c-c7d53b006032,Ecuador - Alan Steve Minda García (90') vs Jamaica,3939980,Ecuador vs Jamaica,Ecuador,Jamaica,Alan Steve Minda García,90,39,2,149,1,12.106999999999971,Quick attack,0.47081316,Group Stage,0,,Group Stage,From Counter,11.9,44.1,110.4,30.5,110.4,30.5,Copa America - 2024,223|282|ALL
3939981_1,3939981_1,34860d61-f9af-47ca-905f-f312438b1f3c,United States - Folarin Balogun (21') vs Panama,3939981,Panama vs United States,United States,Panama,Folarin Balogun,21,42,1,31,6,19.499000000000024,Medium build-up,0.04702855,Group Stage,0,,Group Stage,Regular Play,31.3,32.0,102.5,26.8,102.5,26.8,Copa America - 2024,223|282|ALL
3939981_2,3939981_2,ec8c9f1d-55c9-4809-8d08-62614fb7e9a5,Panama - César Rodolfo Blackman Camarena (25') vs United States,3939981,Panama vs United States,Panama,United States,César Rodolfo Blackman Camarena,25,16,1,35,4,16.10699999999997,Medium build-up,0.055388477,Group Stage,0,,Group Stage,Regular Play,36.8,37.8,101.6,37.7,101.6,37.7,Copa America - 2024,223|282|ALL
3939981_3,3939981_3,b4a671c5-3447-4b00-8ec4-6c9e80848998,Panama - José Fajardo Nelson (82') vs United States,3939981,Panama vs United States,Panama,United States,José Fajardo Nelson,82,52,2,126,11,47.88599999999997,Long build-up,0.21740662,Group Stage,0,,Group Stage,Regular Play,80.6,64.5,111.3,45.1,111.3,45.1,Copa America - 2024,223|282|ALL
3939984_1,3939984_1,f845e4f3-90e1-4399-8c4e-6cf97491c4eb,Colombia - Davinson Sánchez Mina (58') vs Costa Rica,3939984,Colombia vs Costa Rica,Colombia,Costa Rica,Davinson Sánchez Mina,58,45,2,116,1,1.4809999999999945,Quick attack,0.08553727,Group Stage,0,,Group Stage,From Corner,120.0,0.1,112.7,40.4,112.7,40.4,Copa America - 2024,223|282|ALL
3939984_2,3939984_2,33fc6f01-a1ba-402a-99db-9b74aa1e7373,Colombia - Jhon Andrés Córdoba Copete (61') vs Costa Rica,3939984,Colombia vs Costa Rica,Colombia,Costa Rica,Jhon Andrés Córdoba Copete,61,54,2,121,4,11.187000000000012,Medium build-up,0.14756025,Group Stage,0,,Group Stage,Regular Play,31.9,34.4,113.5,51.8,113.5,51.8,Copa America - 2024,223|282|ALL
3939982_1,3939982_1,7f672e6e-cb92-4076-83e3-9fcd5e87d861,Uruguay - Facundo Pellistri Rebollo (7') vs Bolivia,3939982,Uruguay vs Bolivia,Uruguay,Bolivia,Facundo Pellistri Rebollo,7,19,1,18,2,3.63900000000001,Quick attack,0.72803485,Group Stage,0,,Group Stage,From Free Kick,81.0,39.9,118.1,42.3,118.1,42.3,Copa America - 2024,223|282|ALL
3939982_2,3939982_2,d3827d6d-bde1-43b5-9ec8-8e8ea11e27c9,Uruguay - Darwin Gabriel Núñez Ribeiro (20') vs Bolivia,3939982,Uruguay vs Bolivia,Uruguay,Bolivia,Darwin Gabriel Núñez Ribeiro,20,41,1,40,3,12.146999999999935,Medium build-up,0.055676714,Group Stage,0,,Group Stage,Regular Play,19.9,59.5,110.5,30.7,110.5,30.7,Copa America - 2024,223|282|ALL
3939982_3,3939982_3,1df5102f-97af-4310-a7e1-8f173fbe279a,Uruguay - Maximiliano Javier Araújo Vilches (76') vs Bolivia,3939982,Uruguay vs Bolivia,Uruguay,Bolivia,Maximiliano Javier Araújo Vilches,76,27,2,130,3,6.913999999999987,Medium build-up,0.19301572,Group Stage,0,,Group Stage,Regular Play,68.2,56.4,110.4,45.4,110.4,45.4,Copa America - 2024,223|282|ALL
3939982_4,3939982_4,036549e2-631a-4dcd-9335-88b46e2fd066,Uruguay - Federico Santiago Valverde Dipetta (80') vs Bolivia,3939982,Uruguay vs Bolivia,Uruguay,Bolivia,Federico Santiago Valverde Dipetta,80,29,2,138,6,20.86200000000008,Medium build-up,0.16874397,Group Stage,0,,Group Stage,From Throw In,56.4,0.1,105.4,43.8,105.4,43.8,Copa America - 2024,223|282|ALL
3939982_5,3939982_5,08f7d62d-6dbb-419e-ab0c-e4aef49c86d3,Uruguay - Rodrigo Bentancur Colmán (88') vs Bolivia,3939982,Uruguay vs Bolivia,Uruguay,Bolivia,Rodrigo Bentancur Colmán,88,41,2,153,1,1.4880000000002838,Quick attack,0.22531982,Group Stage,0,,Group Stage,From Free Kick,103.7,3.1,117.3,44.9,117.3,44.9,Copa America - 2024,223|282|ALL
3939983_1,3939983_1,7fd250cf-3f4b-47a9-a231-233e85489261,Brazil - Vinícius José Paixão de Oliveira Júnior (34') vs Paraguay,3939983,Paraguay vs Brazil,Brazil,Paraguay,Vinícius José Paixão de Oliveira Júnior,34,41,1,64,19,71.13800000000015,Long build-up,0.30474883,Group Stage,0,,Group Stage,From Throw In,62.7,80.0,109.7,48.2,109.7,48.2,Copa America - 2024,223|282|ALL
3939983_2,3939983_2,7156af73-937c-4864-aed5-eeaca4d27336,Brazil - Sávio Moreira de Oliveira (42') vs Paraguay,3939983,Paraguay vs Brazil,Brazil,Paraguay,Sávio Moreira de Oliveira,42,32,1,78,15,63.409000000000106,Long build-up,0.59045523,Group Stage,0,,Group Stage,Regular Play,28.4,49.1,116.3,44.7,116.3,44.7,Copa America - 2024,223|282|ALL
3939983_3,3939983_3,84e133b9-d457-4142-965e-f062c51f271c,Brazil - Vinícius José Paixão de Oliveira Júnior (49') vs Paraguay,3939983,Paraguay vs Brazil,Brazil,Paraguay,Vinícius José Paixão de Oliveira Júnior,49,28,1,85,0,0.0,Quick attack,0.3122415,Group Stage,0,,Group Stage,Regular Play,114.7,32.6,114.7,32.6,114.7,32.6,Copa America - 2024,223|282|ALL
3939983_4,3939983_4,6a1d999b-4ced-4867-8e01-8cd218beaf4b,Paraguay - Omar Federico Alderete Fernández (47') vs Brazil,3939983,Paraguay vs Brazil,Paraguay,Brazil,Omar Federico Alderete Fernández,47,46,2,90,6,25.035999999999973,Medium build-up,0.022854283,Group Stage,0,,Group Stage,From Free Kick,92.7,28.3,92.9,47.3,92.9,47.3,Copa America - 2024,223|282|ALL
3939986_1,3939986_1,664aa0b5-2f99-4e99-bfce-aefeb625e3ef,Argentina - Lautaro Javier Martínez (46') vs Peru,3939986,Argentina vs Peru,Argentina,Peru,Lautaro Javier Martínez,46,13,2,79,16,52.352000000000004,Long build-up,0.343117,Group Stage,0,,Group Stage,Regular Play,48.6,3.0,106.1,47.0,106.1,47.0,Copa America - 2024,223|282|ALL
3939986_2,3939986_2,19a0b4ac-b9bd-4ef0-a072-306fe10e509b,Argentina - Lautaro Javier Martínez (85') vs Peru,3939986,Argentina vs Peru,Argentina,Peru,Lautaro Javier Martínez,85,41,2,133,1,5.610999999999876,Quick attack,0.36148915,Group Stage,0,,Group Stage,From Counter,52.9,17.8,107.3,32.6,107.3,32.6,Copa America - 2024,223|282|ALL
3939987_1,3939987_1,88429892-d571-406d-9284-f6922a864565,Venezuela - Eduard Alexander Bello Gil (48') vs Jamaica,3939987,Jamaica vs Venezuela,Venezuela,Jamaica,Eduard Alexander Bello Gil,48,11,2,93,13,35.12299999999999,Long build-up,0.2765872,Group Stage,0,,Group Stage,Regular Play,39.7,52.0,116.3,44.8,116.3,44.8,Copa America - 2024,223|282|ALL
3939987_2,3939987_2,fd47fa3e-58fd-4daa-be83-7b447624528a,Venezuela - José Salomón Rondón Giménez (55') vs Jamaica,3939987,Jamaica vs Venezuela,Venezuela,Jamaica,José Salomón Rondón Giménez,55,22,2,108,10,34.075000000000045,Long build-up,0.23962331,Group Stage,0,,Group Stage,Regular Play,1.7,47.5,110.9,36.5,110.9,36.5,Copa America - 2024,223|282|ALL
3939987_3,3939987_3,07bc9fbd-212d-435e-9c5b-77f1c7f58977,Venezuela - Eric Kleybel Ramírez Matheus (84') vs Jamaica,3939987,Jamaica vs Venezuela,Venezuela,Jamaica,Eric Kleybel Ramírez Matheus,84,22,2,155,2,6.425999999999931,Quick attack,0.45877814,Group Stage,0,,Group Stage,From Counter,46.0,32.1,102.7,40.2,102.7,40.2,Copa America - 2024,223|282|ALL
3939989_1,3939989_1,d99a4449-4930-4424-8075-96dc69076321,Panama - José Fajardo Nelson (21') vs Bolivia,3939989,Bolivia vs Panama,Panama,Bolivia,José Fajardo Nelson,21,34,1,37,10,35.037000000000035,Long build-up,0.105926,Group Stage,0,,Group Stage,From Free Kick,33.2,21.1,108.8,34.4,108.8,34.4,Copa America - 2024,223|282|ALL
3939989_2,3939989_2,6d54e4ef-0187-47db-b55b-86c363bbdfa2,Bolivia - Bruno Miranda Villagomez (68') vs Panama,3939989,Bolivia vs Panama,Bolivia,Panama,Bruno Miranda Villagomez,68,20,2,108,30,106.53199999999993,Long build-up,0.4246128,Group Stage,0,,Group Stage,Regular Play,2.0,33.0,108.6,32.2,108.6,32.2,Copa America - 2024,223|282|ALL
3939989_3,3939989_3,3945b657-e4e8-4867-9266-701b108ae873,Panama - Eduardo Antonio Guerrero Lozcano (78') vs Bolivia,3939989,Bolivia vs Panama,Panama,Bolivia,Eduardo Antonio Guerrero Lozcano,78,8,2,124,4,21.354000000000042,Medium build-up,0.22215071,Group Stage,0,,Group Stage,Regular Play,21.5,18.3,110.9,36.3,110.9,36.3,Copa America - 2024,223|282|ALL
3939989_4,3939989_4,97fe0fd4-fd10-41fa-9160-29694ec4a317,Panama - César Augusto Yanis Velasco (90') vs Bolivia,3939989,Bolivia vs Panama,Panama,Bolivia,César Augusto Yanis Velasco,90,9,2,136,1,5.469000000000051,Quick attack,0.11092438,Group Stage,0,,Group Stage,From Free Kick,62.7,45.5,103.2,42.4,103.2,42.4,Copa America - 2024,223|282|ALL
3939990_1,3939990_1,da29871a-279a-40a8-8868-365f41bd947a,Uruguay - Mathías Olivera Miramontes (65') vs United States,3939990,United States vs Uruguay,Uruguay,United States,Mathías Olivera Miramontes,65,7,2,131,1,2.5009999999999764,Quick attack,0.5379554,Group Stage,0,,Group Stage,From Free Kick,80.4,66.7,116.1,36.2,116.1,36.2,Copa America - 2024,223|282|ALL
3939991_1,3939991_1,183f9620-8b6f-4ccb-ab4e-357f4ef20622,Brazil - Raphael Dias Belloli (11') vs Colombia,3939991,Brazil vs Colombia,Brazil,Colombia,Raphael Dias Belloli,11,45,1,21,0,0.0,Quick attack,0.040516097,Group Stage,0,,Group Stage,From Free Kick,92.0,51.3,92.0,51.3,92.0,51.3,Copa America - 2024,223|282|ALL
3939991_2,3939991_2,caec29c1-cc10-43dd-82c6-86c01daf7f68,Colombia - Daniel Muñoz Mejía (46') vs Brazil,3939991,Brazil vs Colombia,Colombia,Brazil,Daniel Muñoz Mejía,46,57,1,77,6,14.978000000000065,Medium build-up,0.46262512,Group Stage,0,,Group Stage,From Throw In,91.2,0.1,109.7,48.2,109.7,48.2,Copa America - 2024,223|282|ALL
3939992_1,3939992_1,84c2aa89-a910-4fff-ba9b-324b8dc9e4da,Costa Rica - Francisco Javier Calvo Quesada (2') vs Paraguay,3939992,Costa Rica vs Paraguay,Costa Rica,Paraguay,Francisco Javier Calvo Quesada,2,49,1,6,3,14.820999999999998,Medium build-up,0.23077281,Group Stage,0,,Group Stage,From Corner,120.0,80.0,112.3,40.4,112.3,40.4,Copa America - 2024,223|282|ALL
3939992_2,3939992_2,30fb3745-ee1e-4a80-8e0e-ef97cd15d311,Costa Rica - Josimar Alcócer (6') vs Paraguay,3939992,Costa Rica vs Paraguay,Costa Rica,Paraguay,Josimar Alcócer,6,29,1,11,6,18.45799999999997,Medium build-up,0.04128174,Group Stage,0,,Group Stage,From Free Kick,31.5,73.5,93.6,29.1,93.6,29.1,Copa America - 2024,223|282|ALL
3939992_3,3939992_3,f65e9257-730d-4826-b8f7-c5036dd21b6f,Paraguay - Ramón Sosa Acosta (54') vs Costa Rica,3939992,Costa Rica vs Paraguay,Paraguay,Costa Rica,Ramón Sosa Acosta,54,27,2,94,11,23.751999999999953,Long build-up,0.054733403,Group Stage,0,,Group Stage,Regular Play,62.7,75.5,104.4,26.3,104.4,26.3,Copa America - 2024,223|282|ALL
3942228_1,3942228_1,83a148af-4707-4095-9c88-4ec9120f3959,Argentina - Lisandro Martínez (34') vs Ecuador,3942228,Argentina vs Ecuador,Argentina,Ecuador,Lisandro Martínez,34,40,1,62,2,2.044000000000324,Quick attack,0.37721914,Quarter-finals,0,,Quarter-finals,From Corner,120.0,80.0,117.4,34.7,117.4,34.7,Copa America - 2024,223|282|ALL
3942228_2,3942228_2,187ef879-c8d9-4576-bb68-4a32b9d24bfa,Ecuador - Kevin José Rodríguez Cortez (90') vs Argentina,3942228,Argentina vs Ecuador,Ecuador,Argentina,Kevin José Rodríguez Cortez,90,50,2,163,3,9.639000000000124,Medium build-up,0.029018562,Quarter-finals,0,,Quarter-finals,From Free Kick,81.0,75.0,107.5,45.4,107.5,45.4,Copa America - 2024,223|282|ALL
3942416_1,3942416_1,a2a1a1c7-e4c6-449f-8973-86f43234010c,Colombia - Jhon Andrés Córdoba Copete (7') vs Panama,3942416,Colombia vs Panama,Colombia,Panama,Jhon Andrés Córdoba Copete,7,37,1,15,1,1.3520000000000323,Quick attack,0.3861668,Quarter-finals,0,,Quarter-finals,From Corner,120.0,80.0,113.9,41.0,113.9,41.0,Copa America - 2024,223|282|ALL
3942416_2,3942416_2,038617fe-20b8-4e36-bf2b-b5df6750e47c,Colombia - Luis Fernando Díaz Marulanda (40') vs Panama,3942416,Colombia vs Panama,Colombia,Panama,Luis Fernando Díaz Marulanda,40,9,1,75,1,2.2950000000000728,Quick attack,0.15287241,Quarter-finals,0,,Quarter-finals,From Free Kick,50.4,55.9,97.2,39.6,97.2,39.6,Copa America - 2024,223|282|ALL
3942416_3,3942416_3,eb8c487b-7814-4df6-8cf0-3b15e9ff89b1,Colombia - Richard Rios Montoya (69') vs Panama,3942416,Colombia vs Panama,Colombia,Panama,Richard Rios Montoya,69,33,2,123,4,11.670000000000073,Medium build-up,0.015648533,Quarter-finals,0,,Quarter-finals,Regular Play,55.8,25.5,92.1,54.5,92.1,54.5,Copa America - 2024,223|282|ALL
3942229_1,3942229_1,3ac4db4a-fa1b-4196-b8cf-3cc6b6a0f205,Canada - Jacob Shaffelburg (12') vs Venezuela,3942229,Venezuela vs Canada,Canada,Venezuela,Jacob Shaffelburg,12,43,1,30,1,5.3559999999999945,Quick attack,0.15177043,Quarter-finals,0,,Quarter-finals,From Throw In,88.6,80.0,113.1,45.3,113.1,45.3,Copa America - 2024,223|282|ALL
3942229_2,3942229_2,84e0ab1b-ac39-4390-9d5b-64ead34c6995,Venezuela - José Salomón Rondón Giménez (63') vs Canada,3942229,Venezuela vs Canada,Venezuela,Canada,José Salomón Rondón Giménez,63,55,2,141,1,5.79300000000012,Quick attack,0.019038264,Quarter-finals,0,,Quarter-finals,From Counter,13.8,41.9,71.0,33.7,71.0,33.7,Copa America - 2024,223|282|ALL
3942785_1,3942785_1,9914ae10-6261-49a3-a390-c6720d7ad415,Argentina - Julián Álvarez (22') vs Canada,3942785,Argentina vs Canada,Argentina,Canada,Julián Álvarez,22,0,1,49,7,24.434999999999945,Long build-up,0.54997534,Semi-finals,0,,Semi-finals,Regular Play,66.0,28.0,107.1,42.5,107.1,42.5,Copa America - 2024,223|282|ALL
3942785_2,3942785_2,b8aaa89d-37cd-4b8c-9dfb-b97d87d959e7,Argentina - Lionel Andrés Messi Cuccittini (50') vs Canada,3942785,Argentina vs Canada,Argentina,Canada,Lionel Andrés Messi Cuccittini,50,20,2,94,2,10.187999999999988,Quick attack,0.5951767,Semi-finals,0,,Semi-finals,From Throw In,92.2,80.0,114.4,41.3,114.4,41.3,Copa America - 2024,223|282|ALL
3942852_1,3942852_1,bb525106-3fc4-4f08-b70d-8d8c1442d3c1,Colombia - Jefferson Andrés Lerma Solís (38') vs Uruguay,3942852,Uruguay vs Colombia,Colombia,Uruguay,Jefferson Andrés Lerma Solís,38,42,1,76,1,1.9929999999999382,Quick attack,0.067956895,Semi-finals,0,,Semi-finals,From Corner,120.0,80.0,115.2,33.0,115.2,33.0,Copa America - 2024,223|282|ALL
3943076_1,3943076_1,f63a2d52-c38c-43fd-a667-a4073a9ba50d,Uruguay - Rodrigo Bentancur Colmán (7') vs Canada,3943076,Canada vs Uruguay,Uruguay,Canada,Rodrigo Bentancur Colmán,7,32,1,19,1,2.802000000000021,Quick attack,0.08248342,3rd Place Final,0,,3rd Place Final,From Corner,120.0,0.1,113.9,30.9,113.9,30.9,Copa America - 2024,223|282|ALL
3943076_2,3943076_2,6184e5f1-3401-4eaa-b33a-bc7a3df870d2,Canada - Ismael Koné (21') vs Uruguay,3943076,Canada vs Uruguay,Canada,Uruguay,Ismael Koné,21,4,1,41,1,4.301999999999907,Quick attack,0.2778801,3rd Place Final,0,,3rd Place Final,From Corner,120.0,80.0,114.8,36.2,114.8,36.2,Copa America - 2024,223|282|ALL
3943076_3,3943076_3,320273e8-076c-4701-b748-3dddebc83e1e,Canada - Jonathan David (79') vs Uruguay,3943076,Canada vs Uruguay,Canada,Uruguay,Jonathan David,79,33,2,164,2,16.345000000000255,Quick attack,0.2036517,3rd Place Final,0,,3rd Place Final,From Keeper,12.1,54.8,107.2,45.2,107.2,45.2,Copa America - 2024,223|282|ALL
3943076_4,3943076_4,2d92ef47-4098-4bc4-830e-1811cccf3125,Uruguay - Luis Alberto Suárez Díaz (91') vs Canada,3943076,Canada vs Uruguay,Uruguay,Canada,Luis Alberto Suárez Díaz,91,43,2,188,5,23.04399999999987,Medium build-up,0.5269911,3rd Place Final,0,,3rd Place Final,Regular Play,4.7,3.3,110.0,38.2,110.0,38.2,Copa America - 2024,223|282|ALL
3943077_1,3943077_1,231b12e4-80a4-4457-bebe-4b58b7cd29f8,Argentina - Lautaro Javier Martínez (111') vs Colombia,3943077,Argentina vs Colombia,Argentina,Colombia,Lautaro Javier Martínez,111,13,4,192,4,10.79400000000004,Medium build-up,0.19881123,Final,0,,Final,Regular Play,56.8,58.3,105.5,52.1,105.5,52.1,Copa America - 2024,223|282|ALL
3857286_1,3857286_1,c3624e59-7177-4509-a421-e1eb8ce13f88,Ecuador - Enner Remberto Valencia Lastra (30') vs Qatar,3857286,Qatar vs Ecuador,Ecuador,Qatar,Enner Remberto Valencia Lastra,30,44,1,49,2,13.16599999999994,Quick attack,0.08878088,Group Stage,0,,Group Stage,Regular Play,62.9,19.0,109.6,38.0,109.6,38.0,FIFA World Cup - 2022,43|106|ALL
3857271_1,3857271_1,09a3d7a3-983e-4c01-a8c1-2b1db7169647,England - Jude Bellingham (34') vs Iran,3857271,England vs Iran,England,Iran,Jude Bellingham,34,9,1,38,17,68.01800000000003,Long build-up,0.08285139,Group Stage,0,,Group Stage,Regular Play,18.6,65.8,112.0,38.0,112.0,38.0,FIFA World Cup - 2022,43|106|ALL
3857271_2,3857271_2,c9bdb7ab-5b37-4fea-a46b-5969a3563175,England - Bukayo Saka (42') vs Iran,3857271,England vs Iran,England,Iran,Bukayo Saka,42,46,1,49,2,3.6720000000000255,Quick attack,0.061030492,Group Stage,0,,Group Stage,From Corner,120.0,0.1,104.1,38.5,104.1,38.5,FIFA World Cup - 2022,43|106|ALL
3857271_3,3857271_3,d47018bb-61d6-425b-ab3c-fa5982a27e05,England - Raheem Sterling (45') vs Iran,3857271,England vs Iran,England,Iran,Raheem Sterling,45,17,1,52,7,27.884000000000015,Long build-up,0.1885282,Group Stage,0,,Group Stage,Regular Play,45.8,23.0,111.0,42.8,111.0,42.8,FIFA World Cup - 2022,43|106|ALL
3857271_4,3857271_4,828aa0c6-95dc-422f-aaa5-fd201e3a5ad9,England - Bukayo Saka (61') vs Iran,3857271,England vs Iran,England,Iran,Bukayo Saka,61,26,2,101,2,11.024999999999977,Quick attack,0.080026746,Group Stage,0,,Group Stage,Regular Play,57.4,16.4,105.3,46.3,105.3,46.3,FIFA World Cup - 2022,43|106|ALL
3857271_5,3857271_5,4e3dddd6-1001-4bca-a950-fe89f59cea25,Iran - Mehdi Taremi (64') vs England,3857271,England vs Iran,Iran,England,Mehdi Taremi,64,33,2,106,6,18.10200000000009,Medium build-up,0.065701395,Group Stage,0,,Group Stage,From Throw In,97.9,80.0,109.7,48.0,109.7,48.0,FIFA World Cup - 2022,43|106|ALL
