build_up_id,match_id,match_name,team,event_order,event_type,player,recipient,minute,second,timestamp_label,x,y,end_x,end_y,pass_outcome,is_assist,is_goal
3857264_1,3857264,Poland vs Argentina,Argentina,1,Pass,Lionel Andrés Messi Cuccittini,Enzo Fernandez,45,0,45:00,60.0,40.0,49.5,38.9,Complete,False,False
3857264_1,3857264,Poland vs Argentina,Argentina,2,Pass,Enzo Fernandez,Rodrigo Javier De Paul,45,2,45:02,49.3,39.9,44.3,50.4,Complete,False,False
3857264_1,3857264,Poland vs Argentina,Argentina,3,Pass,Rodrigo Javier De Paul,Cristian Gabriel Romero,45,3,45:03,44.3,50.4,30.0,38.9,Complete,False,False
3857264_1,3857264,Poland vs Argentina,Argentina,4,Pass,Cristian Gabriel Romero,Nicolás Hernán Otamendi,45,6,45:06,29.6,38.9,30.6,20.0,Complete,False,False
3857264_1,3857264,Poland vs Argentina,Argentina,5,Pass,Nicolás Hernán Otamendi,Cristian Gabriel Romero,45,10,45:10,30.6,23.5,24.9,46.8,Complete,False,False
3857264_1,3857264,Poland vs Argentina,Argentina,6,Pass,Cristian Gabriel Romero,Nicolás Hernán Otamendi,45,15,45:15,26.6,45.9,33.6,19.6,Complete,False,False
3857264_1,3857264,Poland vs Argentina,Argentina,7,Pass,Nicolás Hernán Otamendi,Marcos Javier Acuña,45,19,45:19,42.8,12.1,61.7,1.6,Complete,False,False
3857264_1,3857264,Poland vs Argentina,Argentina,8,Pass,Marcos Javier Acuña,Nicolás Hernán Otamendi,45,22,45:22,62.6,2.0,42.0,6.4,Complete,False,False
3857264_1,3857264,Poland vs Argentina,Argentina,9,Pass,Nicolás Hernán Otamendi,Enzo Fernandez,45,24,45:24,40.8,6.6,35.9,14.8,Complete,False,False
3857264_1,3857264,Poland vs Argentina,Argentina,10,Pass,Enzo Fernandez,Cristian Gabriel Romero,45,26,45:26,33.5,19.2,27.0,50.5,Complete,False,False
3857264_1,3857264,Poland vs Argentina,Argentina,11,Pass,Cristian Gabriel Romero,Lionel Andrés Messi Cuccittini,45,33,45:33,54.0,58.5,74.7,53.0,Complete,False,False
3857264_1,3857264,Poland vs Argentina,Argentina,12,Pass,Lionel Andrés Messi Cuccittini,Rodrigo Javier De Paul,45,35,45:35,68.7,54.3,65.7,64.3,Complete,False,False
3857264_1,3857264,Poland vs Argentina,Argentina,13,Pass,Rodrigo Javier De Paul,Cristian Gabriel Romero,45,39,45:39,67.2,69.0,48.6,62.6,Complete,False,False
3857264_1,3857264,Poland vs Argentina,Argentina,14,Pass,Cristian Gabriel Romero,Nahuel Molina Lucero,45,45,45:45,56.1,63.7,75.1,67.7,Complete,False,False
3857264_1,3857264,Poland vs Argentina,Argentina,15,Pass,Nahuel Molina Lucero,Ángel Fabián Di María Hernández,45,47,45:47,80.3,68.6,92.7,73.5,Complete,False,False
3857264_1,3857264,Poland vs Argentina,Argentina,16,Pass,Ángel Fabián Di María Hernández,Nahuel Molina Lucero,45,50,45:50,102.1,72.0,110.4,71.6,Complete,False,False
3857264_1,3857264,Poland vs Argentina,Argentina,17,Pass,Nahuel Molina Lucero,Alexis Mac Allister,45,52,45:52,114.3,69.9,106.0,46.7,Complete,True,False
3857264_1,3857264,Poland vs Argentina,Argentina,18,Shot,Alexis Mac Allister,,45,53,45:53,106.0,46.7,120.0,40.0,,False,True
3857264_2,3857264,Poland vs Argentina,Argentina,1,Pass,Nicolás Alejandro Tagliafico,Leandro Daniel Paredes,65,50,65:50,70.9,4.6,64.0,14.5,Complete,False,False
3857264_2,3857264,Poland vs Argentina,Argentina,2,Pass,Leandro Daniel Paredes,Cristian Gabriel Romero,65,52,65:52,62.9,17.3,53.5,40.1,Complete,False,False
3857264_2,3857264,Poland vs Argentina,Argentina,3,Pass,Cristian Gabriel Romero,Enzo Fernandez,65,55,65:55,54.2,42.7,60.2,47.6,Complete,False,False
3857264_2,3857264,Poland vs Argentina,Argentina,4,Pass,Enzo Fernandez,Rodrigo Javier De Paul,65,57,65:57,62.3,53.4,68.5,64.5,Complete,False,False
3857264_2,3857264,Poland vs Argentina,Argentina,5,Pass,Rodrigo Javier De Paul,Lionel Andrés Messi Cuccittini,66,0,66:00,70.9,69.2,75.1,63.5,Complete,False,False
3857264_2,3857264,Poland vs Argentina,Argentina,6,Pass,Lionel Andrés Messi Cuccittini,Rodrigo Javier De Paul,66,1,66:01,74.9,63.9,71.5,68.0,Complete,False,False
3857264_2,3857264,Poland vs Argentina,Argentina,7,Pass,Rodrigo Javier De Paul,Lionel Andrés Messi Cuccittini,66,2,66:02,71.9,68.4,71.1,56.2,Complete,False,False
3857264_2,3857264,Poland vs Argentina,Argentina,8,Pass,Lionel Andrés Messi Cuccittini,Leandro Daniel Paredes,66,4,66:04,70.6,55.8,66.4,41.2,Complete,False,False
3857264_2,3857264,Poland vs Argentina,Argentina,9,Pass,Leandro Daniel Paredes,Enzo Fernandez,66,5,66:05,66.4,41.2,62.5,42.3,Complete,False,False
3857264_2,3857264,Poland vs Argentina,Argentina,10,Pass,Enzo Fernandez,Nicolás Hernán Otamendi,66,7,66:07,60.6,39.1,55.2,21.1,Complete,False,False
3857264_2,3857264,Poland vs Argentina,Argentina,11,Pass,Nicolás Hernán Otamendi,Nicolás Alejandro Tagliafico,66,10,66:10,55.9,19.4,73.6,2.7,Complete,False,False
3857264_2,3857264,Poland vs Argentina,Argentina,12,Pass,Nicolás Alejandro Tagliafico,Leandro Daniel Paredes,66,12,66:12,74.1,3.6,68.5,11.5,Complete,False,False
3857264_2,3857264,Poland vs Argentina,Argentina,13,Pass,Leandro Daniel Paredes,Enzo Fernandez,66,14,66:14,67.0,14.5,57.8,25.8,Complete,False,False
3857264_2,3857264,Poland vs Argentina,Argentina,14,Pass,Enzo Fernandez,Rodrigo Javier De Paul,66,17,66:17,56.1,30.7,61.7,60.0,Complete,False,False
3857264_2,3857264,Poland vs Argentina,Argentina,15,Pass,Rodrigo Javier De Paul,Nahuel Molina Lucero,66,19,66:19,62.5,61.5,80.7,73.5,Complete,False,False
3857264_2,3857264,Poland vs Argentina,Argentina,16,Pass,Nahuel Molina Lucero,Rodrigo Javier De Paul,66,22,66:22,80.7,73.7,69.8,69.9,Complete,False,False
3857264_2,3857264,Poland vs Argentina,Argentina,17,Pass,Rodrigo Javier De Paul,Lionel Andrés Messi Cuccittini,66,24,66:24,70.0,68.6,69.6,50.2,Complete,False,False
3857264_2,3857264,Poland vs Argentina,Argentina,18,Pass,Lionel Andrés Messi Cuccittini,Nahuel Molina Lucero,66,30,66:30,83.7,55.3,109.8,64.7,Complete,False,False
3857264_2,3857264,Poland vs Argentina,Argentina,19,Pass,Nahuel Molina Lucero,Rodrigo Javier De Paul,66,34,66:34,111.3,63.0,93.7,54.3,Complete,False,False
3857264_2,3857264,Poland vs Argentina,Argentina,20,Pass,Rodrigo Javier De Paul,Nahuel Molina Lucero,66,37,66:37,93.5,52.3,105.1,64.1,Complete,False,False
3857264_2,3857264,Poland vs Argentina,Argentina,21,Pass,Nahuel Molina Lucero,Leandro Daniel Paredes,66,40,66:40,104.4,66.0,84.8,47.8,Complete,False,False
3857264_2,3857264,Poland vs Argentina,Argentina,22,Pass,Leandro Daniel Paredes,Alexis Mac Allister,66,43,66:43,82.6,45.1,87.8,50.6,Complete,False,False
3857264_2,3857264,Poland vs Argentina,Argentina,23,Pass,Alexis Mac Allister,Rodrigo Javier De Paul,66,45,66:45,87.1,51.9,92.9,64.5,Complete,False,False
3857264_2,3857264,Poland vs Argentina,Argentina,24,Pass,Rodrigo Javier De Paul,Alexis Mac Allister,66,48,66:48,95.2,64.5,86.9,58.1,Complete,False,False
3857264_2,3857264,Poland vs Argentina,Argentina,25,Pass,Alexis Mac Allister,Leandro Daniel Paredes,66,50,66:50,87.3,55.3,78.3,41.4,Complete,False,False
3857264_2,3857264,Poland vs Argentina,Argentina,26,Pass,Leandro Daniel Paredes,Enzo Fernandez,66,52,66:52,77.1,38.2,86.0,22.6,Complete,False,False
3857264_2,3857264,Poland vs Argentina,Argentina,27,Pass,Enzo Fernandez,Julián Álvarez,66,56,66:56,97.4,29.5,103.6,29.5,Complete,True,False
3857264_2,3857264,Poland vs Argentina,Argentina,28,Shot,Julián Álvarez,,66,57,66:57,106.0,33.5,120.0,40.0,,False,True
3857266_1,3857266,France vs Denmark,France,1,Pass,Aurélien Djani Tchouaméni,Aurélien Djani Tchouaméni,60,9,60:09,19.6,73.1,22.3,77.5,Complete,False,False
3857266_1,3857266,France vs Denmark,France,2,Pass,Aurélien Djani Tchouaméni,Theo Bernard François Hernández,60,13,60:13,20.7,58.8,39.1,13.7,Complete,False,False
3857266_1,3857266,France vs Denmark,France,3,Pass,Theo Bernard François Hernández,Kylian Mbappé Lottin,60,17,60:17,57.8,16.8,85.3,8.7,Complete,False,False
3857266_1,3857266,France vs Denmark,France,4,Pass,Kylian Mbappé Lottin,Theo Bernard François Hernández,60,22,60:22,104.4,22.8,117.4,23.4,Complete,False,False
3857266_1,3857266,France vs Denmark,France,5,Pass,Theo Bernard François Hernández,Kylian Mbappé Lottin,60,24,60:24,118.7,23.6,110.9,30.5,Complete,True,False
3857266_1,3857266,France vs Denmark,France,6,Shot,Kylian Mbappé Lottin,,60,25,60:25,110.8,31.3,120.0,40.0,,False,True
3857266_2,3857266,France vs Denmark,Denmark,1,Pass,Christian Dannemann Eriksen,Andreas Christensen,67,13,67:13,120.0,80.0,112.2,43.9,Complete,True,False
3857266_2,3857266,France vs Denmark,Denmark,2,Shot,Andreas Christensen,,67,15,67:15,113.0,37.6,120.0,40.0,,False,True
3857266_3,3857266,France vs Denmark,France,1,Pass,Hugo Lloris,Ibrahima Konaté,84,34,84:34,7.0,44.1,18.6,61.4,Complete,False,False
3857266_3,3857266,France vs Denmark,France,2,Pass,Ibrahima Konaté,Dayotchanculle Upamecano,84,39,84:39,29.5,53.6,30.3,27.3,Complete,False,False
3857266_3,3857266,France vs Denmark,France,3,Pass,Dayotchanculle Upamecano,Theo Bernard François Hernández,84,42,84:42,32.5,27.3,45.4,6.1,Complete,False,False
3857266_3,3857266,France vs Denmark,France,4,Pass,Theo Bernard François Hernández,Aurélien Djani Tchouaméni,84,47,84:47,46.6,4.9,42.5,32.4,Complete,False,False
3857266_3,3857266,France vs Denmark,France,5,Pass,Aurélien Djani Tchouaméni,Dayotchanculle Upamecano,84,49,84:49,42.8,32.4,41.9,21.2,Complete,False,False
3857266_3,3857266,France vs Denmark,France,6,Pass,Dayotchanculle Upamecano,Ibrahima Konaté,84,53,84:53,41.9,21.2,38.3,50.0,Complete,False,False
3857266_3,3857266,France vs Denmark,France,7,Pass,Ibrahima Konaté,Jules Koundé,84,55,84:55,38.3,50.0,47.2,73.2,Complete,False,False
3857266_3,3857266,France vs Denmark,France,8,Pass,Jules Koundé,Antoine Griezmann,85,1,85:01,62.3,73.9,112.9,67.9,Complete,False,False
3857266_3,3857266,France vs Denmark,France,9,Pass,Antoine Griezmann,Kylian Mbappé Lottin,85,8,85:08,103.3,65.2,117.8,36.5,Complete,True,False
3857266_3,3857266,France vs Denmark,France,10,Shot,Kylian Mbappé Lottin,,85,9,85:09,117.8,36.5,120.0,40.0,,False,True
3857267_2,3857267,Ecuador vs Senegal,Ecuador,1,Pass,Gonzalo Jordy Plata Jiménez,Moisés Isaac Caicedo Corozo,66,56,66:56,120.0,80.0,113.7,42.7,Complete,True,False
3857267_2,3857267,Ecuador vs Senegal,Ecuador,2,Shot,Moisés Isaac Caicedo Corozo,,66,58,66:58,117.2,35.6,120.0,40.0,,False,True
3857268_1,3857268,Belgium vs Canada,Belgium,1,Pass,Leander Dendoncker,Toby Alderweireld,42,3,42:03,46.1,50.8,32.9,37.0,Complete,False,False
3857268_1,3857268,Belgium vs Canada,Belgium,2,Pass,Toby Alderweireld,Jan Vertonghen,42,5,42:05,32.9,37.0,37.5,22.2,Complete,False,False
3857268_1,3857268,Belgium vs Canada,Belgium,3,Pass,Jan Vertonghen,Toby Alderweireld,42,8,42:08,37.5,22.2,30.4,30.5,Complete,False,False
3857268_1,3857268,Belgium vs Canada,Belgium,4,Pass,Toby Alderweireld,Leander Dendoncker,42,10,42:10,29.7,30.6,26.4,53.5,Complete,False,False
3857268_1,3857268,Belgium vs Canada,Belgium,5,Pass,Leander Dendoncker,Youri Tielemans,42,13,42:13,26.4,53.5,38.9,73.5,Complete,False,False
3857268_1,3857268,Belgium vs Canada,Belgium,6,Pass,Youri Tielemans,Eden Hazard,42,21,42:21,39.5,73.8,44.0,55.2,Complete,False,False
3857268_1,3857268,Belgium vs Canada,Belgium,7,Pass,Eden Hazard,Axel Witsel,42,22,42:22,43.1,55.3,48.4,64.9,Complete,False,False
3857268_1,3857268,Belgium vs Canada,Belgium,8,Pass,Axel Witsel,Jan Vertonghen,42,24,42:24,49.8,61.3,47.6,21.4,Complete,False,False
3857268_1,3857268,Belgium vs Canada,Belgium,9,Pass,Jan Vertonghen,Toby Alderweireld,42,32,42:32,69.8,11.4,55.1,23.5,Complete,False,False
3857268_1,3857268,Belgium vs Canada,Belgium,10,Pass,Toby Alderweireld,Leander Dendoncker,42,35,42:35,55.1,23.5,56.8,46.0,Complete,False,False
3857268_1,3857268,Belgium vs Canada,Belgium,11,Pass,Leander Dendoncker,Youri Tielemans,42,37,42:37,54.5,48.9,65.0,69.5,Complete,False,False
3857268_1,3857268,Belgium vs Canada,Belgium,12,Pass,Youri Tielemans,Leander Dendoncker,42,38,42:38,65.0,69.5,52.9,58.0,Complete,False,False
3857268_1,3857268,Belgium vs Canada,Belgium,13,Pass,Leander Dendoncker,Leander Dendoncker,42,42,42:42,54.8,58.0,76.4,48.0,Complete,False,False
3857268_1,3857268,Belgium vs Canada,Belgium,14,Pass,Leander Dendoncker,Thibaut Courtois,42,51,42:51,12.5,74.1,5.9,51.9,Complete,False,False
3857268_1,3857268,Belgium vs Canada,Belgium,15,Pass,Thibaut Courtois,Jan Vertonghen,42,55,42:55,5.9,51.9,16.7,14.9,Complete,False,False
3857268_1,3857268,Belgium vs Canada,Belgium,16,Pass,Jan Vertonghen,Axel Witsel,42,59,42:59,29.7,11.4,35.0,20.0,Complete,False,False
3857268_1,3857268,Belgium vs Canada,Belgium,17,Pass,Axel Witsel,Youri Tielemans,43,5,43:05,47.2,20.8,43.9,34.4,Complete,False,False
3857268_1,3857268,Belgium vs Canada,Belgium,18,Pass,Youri Tielemans,Leander Dendoncker,43,7,43:07,44.3,34.9,53.6,52.2,Complete,False,False
3857268_1,3857268,Belgium vs Canada,Belgium,19,Pass,Leander Dendoncker,Kevin De Bruyne,43,10,43:10,53.6,53.5,66.2,72.0,Complete,False,False
3857268_1,3857268,Belgium vs Canada,Belgium,20,Pass,Kevin De Bruyne,Leander Dendoncker,43,15,43:15,66.7,72.0,48.7,62.0,Complete,False,False
3857268_1,3857268,Belgium vs Canada,Belgium,21,Pass,Leander Dendoncker,Toby Alderweireld,43,17,43:17,48.7,62.0,42.2,41.7,Complete,False,False
3857268_1,3857268,Belgium vs Canada,Belgium,22,Pass,Toby Alderweireld,Jan Vertonghen,43,20,43:20,42.2,41.7,46.5,16.6,Complete,False,False
3857268_1,3857268,Belgium vs Canada,Belgium,23,Pass,Jan Vertonghen,Toby Alderweireld,43,23,43:23,46.5,16.6,44.8,21.6,Complete,False,False
3857268_1,3857268,Belgium vs Canada,Belgium,24,Pass,Toby Alderweireld,Michy Batshuayi Tunga,43,28,43:28,44.8,21.6,109.0,36.1,Complete,True,False
3857268_1,3857268,Belgium vs Canada,Belgium,25,Shot,Michy Batshuayi Tunga,,43,32,43:32,109.0,36.1,120.0,40.0,,False,True
3857269_1,3857269,Brazil vs Switzerland,Brazil,1,Pass,Carlos Henrique Casimiro,Bruno Guimarães Rodriguez Moura,81,46,81:46,26.3,8.5,38.1,24.8,Complete,False,False
3857269_1,3857269,Brazil vs Switzerland,Brazil,2,Pass,Bruno Guimarães Rodriguez Moura,Rodrygo Silva de Goes,81,48,81:48,37.4,22.1,40.8,20.8,Complete,False,False
3857269_1,3857269,Brazil vs Switzerland,Brazil,3,Pass,Rodrygo Silva de Goes,Éder Gabriel Militão,81,55,81:55,63.5,50.5,75.1,66.1,Complete,False,False
3857269_1,3857269,Brazil vs Switzerland,Brazil,4,Pass,Éder Gabriel Militão,Antony Matheus dos Santos,81,59,81:59,87.3,77.6,87.3,65.8,Complete,False,False
3857269_1,3857269,Brazil vs Switzerland,Brazil,5,Pass,Antony Matheus dos Santos,Bruno Guimarães Rodriguez Moura,82,3,82:03,89.3,67.1,81.7,64.9,Complete,False,False
3857269_1,3857269,Brazil vs Switzerland,Brazil,6,Pass,Bruno Guimarães Rodriguez Moura,Marcos Aoás Corrêa,82,5,82:05,81.7,64.5,73.7,35.2,Complete,False,False
3857269_1,3857269,Brazil vs Switzerland,Brazil,7,Pass,Marcos Aoás Corrêa,Vinícius José Paixão de Oliveira Júnior,82,9,82:09,81.4,29.5,100.6,8.0,Complete,False,False
3857269_1,3857269,Brazil vs Switzerland,Brazil,8,Pass,Vinícius José Paixão de Oliveira Júnior,Rodrygo Silva de Goes,82,13,82:13,99.8,19.0,99.6,30.3,Complete,False,False
3857269_1,3857269,Brazil vs Switzerland,Brazil,9,Pass,Rodrygo Silva de Goes,Carlos Henrique Casimiro,82,14,82:14,99.9,30.5,106.6,29.7,Complete,True,False
3857269_1,3857269,Brazil vs Switzerland,Brazil,10,Shot,Carlos Henrique Casimiro,,82,15,82:15,106.3,29.4,120.0,40.0,,False,True
3857270_1,3857270,Portugal vs Uruguay,Portugal,1,Pass,Diogo Meireles Costa,Rúben Santos Gato Alves Dias,52,58,52:58,7.3,40.0,15.3,19.9,Complete,False,False
3857270_1,3857270,Portugal vs Uruguay,Portugal,2,Pass,Rúben Santos Gato Alves Dias,Rúben Diogo Da Silva Neves,53,3,53:03,20.6,13.0,32.2,20.8,Complete,False,False
3857270_1,3857270,Portugal vs Uruguay,Portugal,3,Pass,Rúben Diogo Da Silva Neves,Raphaël Adelino José Guerreiro,53,5,53:05,42.6,16.1,45.4,2.6,Complete,False,False
3857270_1,3857270,Portugal vs Uruguay,Portugal,4,Pass,Raphaël Adelino José Guerreiro,Rúben Santos Gato Alves Dias,53,10,53:10,56.3,4.2,39.3,14.6,Complete,False,False
3857270_1,3857270,Portugal vs Uruguay,Portugal,5,Pass,Rúben Santos Gato Alves Dias,Rúben Diogo Da Silva Neves,53,14,53:14,39.3,15.4,50.9,22.2,Complete,False,False
3857270_1,3857270,Portugal vs Uruguay,Portugal,6,Pass,Rúben Diogo Da Silva Neves,Kléper Laveran Lima Ferreira,53,15,53:15,48.5,23.2,39.2,42.5,Complete,False,False
3857270_1,3857270,Portugal vs Uruguay,Portugal,7,Pass,Kléper Laveran Lima Ferreira,William Silva de Carvalho,53,17,53:17,39.2,42.5,46.1,56.7,Complete,False,False
3857270_1,3857270,Portugal vs Uruguay,Portugal,8,Pass,William Silva de Carvalho,Cristiano Ronaldo dos Santos Aveiro,53,20,53:20,55.1,58.2,69.3,74.7,Complete,False,False
3857270_1,3857270,Portugal vs Uruguay,Portugal,9,Pass,Cristiano Ronaldo dos Santos Aveiro,William Silva de Carvalho,53,23,53:23,81.1,75.0,71.9,61.9,Complete,False,False
3857270_1,3857270,Portugal vs Uruguay,Portugal,10,Pass,William Silva de Carvalho,João Pedro Cavaco Cancelo,53,24,53:24,71.9,61.9,68.6,74.2,Complete,False,False
3857270_1,3857270,Portugal vs Uruguay,Portugal,11,Pass,João Pedro Cavaco Cancelo,Rúben Santos Gato Alves Dias,53,27,53:27,61.7,71.7,45.1,32.4,Complete,False,False
3857270_1,3857270,Portugal vs Uruguay,Portugal,12,Pass,Rúben Santos Gato Alves Dias,Bernardo Mota Veiga de Carvalho e Silva,53,30,53:30,45.1,32.4,62.2,16.5,Complete,False,False
3857270_1,3857270,Portugal vs Uruguay,Portugal,13,Pass,Bernardo Mota Veiga de Carvalho e Silva,Raphaël Adelino José Guerreiro,53,34,53:34,74.7,9.7,87.3,3.1,Complete,False,False
3857270_1,3857270,Portugal vs Uruguay,Portugal,14,Pass,Raphaël Adelino José Guerreiro,Bruno Miguel Borges Fernandes,53,37,53:37,92.4,3.1,96.7,18.5,Complete,True,False
3857270_1,3857270,Portugal vs Uruguay,Portugal,15,Shot,Bruno Miguel Borges Fernandes,,53,40,53:40,99.4,14.6,120.0,40.0,,False,True
3857271_1,3857271,England vs Iran,England,1,Pass,John Stones,Jude Bellingham,33,1,33:01,18.6,65.8,44.2,50.1,Complete,False,False
3857271_1,3857271,England vs Iran,England,2,Pass,Jude Bellingham,Luke Shaw,33,6,33:06,38.3,51.5,30.9,25.7,Complete,False,False
3857271_1,3857271,England vs Iran,England,3,Pass,Luke Shaw,Raheem Sterling,33,17,33:17,78.0,7.8,75.3,2.3,Complete,False,False
3857271_1,3857271,England vs Iran,England,4,Pass,Raheem Sterling,Mason Mount,33,19,33:19,75.0,2.6,68.0,8.7,Complete,False,False
3857271_1,3857271,England vs Iran,England,5,Pass,Mason Mount,Declan Rice,33,20,33:20,66.7,9.8,58.0,35.0,Complete,False,False
3857271_1,3857271,England vs Iran,England,6,Pass,Declan Rice,Jude Bellingham,33,23,33:23,56.2,37.0,74.6,66.9,Complete,False,False
3857271_1,3857271,England vs Iran,England,7,Pass,Jude Bellingham,Kieran Trippier,33,40,33:40,93.6,74.6,80.9,74.2,Complete,False,False
3857271_1,3857271,England vs Iran,England,8,Pass,Kieran Trippier,John Stones,33,42,33:42,80.9,74.2,66.7,54.9,Complete,False,False
3857271_1,3857271,England vs Iran,England,9,Pass,John Stones,Harry Maguire,33,44,33:44,66.7,54.9,61.0,38.1,Complete,False,False
3857271_1,3857271,England vs Iran,England,10,Pass,Harry Maguire,Luke Shaw,33,48,33:48,70.1,26.4,87.7,2.8,Complete,False,False
3857271_1,3857271,England vs Iran,England,11,Pass,Luke Shaw,Harry Maguire,33,53,33:53,92.7,3.2,75.5,5.5,Complete,False,False
3857271_1,3857271,England vs Iran,England,12,Pass,Harry Maguire,John Stones,33,57,33:57,73.0,8.7,67.6,34.3,Complete,False,False
3857271_1,3857271,England vs Iran,England,13,Pass,John Stones,Harry Maguire,34,2,34:02,70.7,43.8,72.1,26.1,Complete,False,False
3857271_1,3857271,England vs Iran,England,14,Pass,Harry Maguire,Mason Mount,34,4,34:04,72.1,26.1,92.9,23.4,Complete,False,False
3857271_1,3857271,England vs Iran,England,15,Pass,Mason Mount,Raheem Sterling,34,5,34:05,94.1,23.0,91.8,15.5,Complete,False,False
3857271_1,3857271,England vs Iran,England,16,Pass,Raheem Sterling,Luke Shaw,34,7,34:07,97.2,18.4,109.9,6.6,Complete,False,False
3857271_1,3857271,England vs Iran,England,17,Pass,Luke Shaw,Jude Bellingham,34,8,34:08,109.9,6.6,112.0,38.0,Complete,True,False
3857271_1,3857271,England vs Iran,England,18,Shot,Jude Bellingham,,34,9,34:09,112.0,38.0,120.0,40.0,,False,True
3857271_2,3857271,England vs Iran,England,1,Pass,Luke Shaw,Harry Maguire,42,43,42:43,120.0,0.1,107.0,46.7,Complete,False,False
3857271_2,3857271,England vs Iran,England,2,Pass,Harry Maguire,Bukayo Saka,42,45,42:45,107.0,47.4,104.0,39.0,Complete,True,False
3857271_2,3857271,England vs Iran,England,3,Shot,Bukayo Saka,,42,46,42:46,104.1,38.5,120.0,40.0,,False,True
3857271_3,3857271,England vs Iran,England,1,Pass,Luke Shaw,John Stones,44,52,44:52,40.8,24.1,28.4,56.7,Complete,False,False
3857271_3,3857271,England vs Iran,England,2,Pass,John Stones,Kieran Trippier,44,55,44:55,29.0,54.5,37.4,71.9,Complete,False,False
3857271_3,3857271,England vs Iran,England,3,Pass,Kieran Trippier,John Stones,44,57,44:57,37.2,72.4,13.4,58.8,Complete,False,False
3857271_3,3857271,England vs Iran,England,4,Pass,John Stones,Jordan Pickford,45,2,45:02,6.6,54.5,2.3,45.6,Complete,False,False
3857271_3,3857271,England vs Iran,England,5,Pass,Jordan Pickford,Jude Bellingham,45,3,45:03,2.3,45.6,46.3,38.1,Complete,False,False
3857271_3,3857271,England vs Iran,England,6,Pass,Jude Bellingham,Harry Kane,45,12,45:12,76.4,44.7,94.8,56.0,Complete,False,False
3857271_3,3857271,England vs Iran,England,7,Pass,Harry Kane,Raheem Sterling,45,17,45:17,107.2,61.9,111.0,42.8,Complete,True,False
3857271_3,3857271,England vs Iran,England,8,Shot,Raheem Sterling,,45,17,45:17,111.0,42.8,120.0,40.0,,False,True
3857271_4,3857271,England vs Iran,England,1,Pass,Luke Shaw,Raheem Sterling,61,15,61:15,57.4,16.4,78.8,26.6,Complete,False,False
3857271_4,3857271,England vs Iran,England,2,Pass,Raheem Sterling,Bukayo Saka,61,20,61:20,79.5,46.2,98.9,58.8,Complete,True,False
3857271_4,3857271,England vs Iran,England,3,Shot,Bukayo Saka,,61,26,61:26,105.3,46.3,120.0,40.0,,False,True
3857271_5,3857271,England vs Iran,Iran,1,Pass,Sadegh Moharrami,Mehdi Taremi,64,15,64:15,97.9,80.0,103.7,65.9,Complete,False,False
3857271_5,3857271,England vs Iran,Iran,2,Pass,Mehdi Taremi,Sadegh Moharrami,64,16,64:16,103.7,65.9,99.0,74.1,Complete,False,False
3857271_5,3857271,England vs Iran,Iran,3,Pass,Sadegh Moharrami,Ahmad Nourollahi,64,22,64:22,106.0,72.5,103.7,68.6,Complete,False,False
3857271_5,3857271,England vs Iran,Iran,4,Pass,Ahmad Nourollahi,Sadegh Moharrami,64,25,64:25,103.7,70.0,103.7,75.6,Complete,False,False
3857271_5,3857271,England vs Iran,Iran,5,Pass,Sadegh Moharrami,Ali Gholizadeh,64,29,64:29,107.3,75.6,100.3,66.6,Complete,False,False
3857271_5,3857271,England vs Iran,Iran,6,Pass,Ali Gholizadeh,Mehdi Taremi,64,32,64:32,99.0,61.7,109.7,48.0,Complete,True,False
3857271_5,3857271,England vs Iran,Iran,7,Shot,Mehdi Taremi,,64,33,64:33,109.7,48.0,120.0,40.0,,False,True
3857271_6,3857271,England vs Iran,England,1,Pass,Luke Shaw,Jordan Pickford,70,39,70:39,26.7,7.2,7.8,25.9,Complete,False,False
3857271_6,3857271,England vs Iran,England,2,Pass,Jordan Pickford,Harry Kane,70,41,70:41,7.8,25.9,79.8,26.6,Complete,False,False
3857271_6,3857271,England vs Iran,England,3,Pass,Harry Kane,Marcus Rashford,70,47,70:47,82.9,38.7,94.4,55.7,Complete,True,False
3857271_6,3857271,England vs Iran,England,4,Shot,Marcus Rashford,,70,51,70:51,109.7,47.7,120.0,40.0,,False,True
3857271_7,3857271,England vs Iran,England,1,Pass,Declan Rice,Jude Bellingham,87,35,87:35,64.2,36.9,65.3,27.5,Complete,False,False
3857271_7,3857271,England vs Iran,England,2,Pass,Jude Bellingham,Luke Shaw,87,37,87:37,65.3,27.5,70.1,7.2,Complete,False,False
3857271_7,3857271,England vs Iran,England,3,Pass,Luke Shaw,Jude Bellingham,87,38,87:38,70.1,7.2,63.3,15.7,Complete,False,False
3857271_7,3857271,England vs Iran,England,4,Pass,Jude Bellingham,Luke Shaw,87,39,87:39,63.3,15.7,69.4,8.8,Complete,False,False
3857271_7,3857271,England vs Iran,England,5,Pass,Luke Shaw,Jude Bellingham,87,40,87:40,69.4,8.8,64.2,15.1,Complete,False,False
3857271_7,3857271,England vs Iran,England,6,Pass,Jude Bellingham,Declan Rice,87,42,87:42,63.7,16.4,57.9,32.4,Complete,False,False
3857271_7,3857271,England vs Iran,England,7,Pass,Declan Rice,Jude Bellingham,87,45,87:45,57.0,32.2,63.1,20.0,Complete,False,False
3857271_7,3857271,England vs Iran,England,8,Pass,Jude Bellingham,Philip Foden,87,47,87:47,63.1,18.0,74.8,23.9,Complete,False,False
