build_up_id,match_id,match_label,team,goal_player,goal_minute,pass_order,player,minute,second,x,y,end_x,end_y,pass_length
3869219_2,3869219,Japan vs Croatia,Croatia,Ivan Perišić,54,4,Luka Modrić,54,12,68.3,28.6,83.0,25.3,15.065855435387666
3869219_2,3869219,Japan vs Croatia,Croatia,Ivan Perišić,54,5,Marcelo Brozović,54,16,67.9,35.5,65.8,31.7,4.341658669218487
3869219_2,3869219,Japan vs Croatia,Croatia,Ivan Perišić,54,6,Luka Modrić,54,19,62.4,31.5,63.2,4.5,27.011849251763568
3869219_2,3869219,Japan vs Croatia,Croatia,Ivan Perišić,54,7,Borna Barišić,54,22,64.1,6.6,63.1,18.2,11.643023662262308
3869219_2,3869219,Japan vs Croatia,Croatia,Ivan Perišić,54,8,Luka Modrić,54,24,63.8,19.2,72.8,26.3,11.463420083029323
3869219_2,3869219,Japan vs Croatia,Croatia,Ivan Perišić,54,9,Marcelo Brozović,54,29,75.9,9.9,79.9,15.1,6.56048778674269
3869219_2,3869219,Japan vs Croatia,Croatia,Ivan Perišić,54,10,Mateo Kovačić,54,29,79.9,15.1,69.5,21.0,11.957006314291222
3869219_2,3869219,Japan vs Croatia,Croatia,Ivan Perišić,54,11,Luka Modrić,54,35,74.0,33.3,81.3,66.4,33.895427420228835
3869219_2,3869219,Japan vs Croatia,Croatia,Ivan Perišić,54,12,Josip Juranović,54,38,83.3,69.7,87.2,75.4,6.906518659932808
3869219_2,3869219,Japan vs Croatia,Croatia,Ivan Perišić,54,13,Andrej Kramarić,54,45,87.0,51.8,92.5,59.1,9.140021881811885
3869219_2,3869219,Japan vs Croatia,Croatia,Ivan Perišić,54,14,Marcelo Brozović,54,48,87.5,61.2,97.4,74.0,16.18177987738061
3869219_2,3869219,Japan vs Croatia,Croatia,Ivan Perišić,54,15,Josip Juranović,54,50,97.4,74.0,80.7,69.5,17.295664196555162
3869219_2,3869219,Japan vs Croatia,Croatia,Ivan Perišić,54,16,Dejan Lovren,54,53,85.4,68.6,106.0,34.1,40.18220999397618
3869253_1,3869253,Brazil vs South Korea,Brazil,Vinícius José Paixão de Oliveira Júnior,6,1,Éder Gabriel Militão,5,52,40.5,54.3,40.3,27.1,27.200735284179355
3869253_1,3869253,Brazil vs South Korea,Brazil,Vinícius José Paixão de Oliveira Júnior,6,2,Thiago Emiliano da Silva,5,58,50.6,21.1,55.5,12.6,9.811218069128829
3869253_1,3869253,Brazil vs South Korea,Brazil,Vinícius José Paixão de Oliveira Júnior,6,3,Danilo Luiz da Silva,6,2,52.0,14.0,44.6,20.6,9.915644204992432
3869253_1,3869253,Brazil vs South Korea,Brazil,Vinícius José Paixão de Oliveira Júnior,6,4,Thiago Emiliano da Silva,6,5,43.8,23.6,46.5,68.3,44.78146938187714
3869253_1,3869253,Brazil vs South Korea,Brazil,Vinícius José Paixão de Oliveira Júnior,6,5,Éder Gabriel Militão,6,11,61.9,55.2,48.5,46.6,15.922311389996114
3869253_1,3869253,Brazil vs South Korea,Brazil,Vinícius José Paixão de Oliveira Júnior,6,6,Marcos Aoás Corrêa,6,15,52.8,37.6,57.7,23.1,15.305554547287729
3869253_1,3869253,Brazil vs South Korea,Brazil,Vinícius José Paixão de Oliveira Júnior,6,7,Thiago Emiliano da Silva,6,19,61.9,19.3,70.4,5.2,16.46389990251399
3869253_1,3869253,Brazil vs South Korea,Brazil,Vinícius José Paixão de Oliveira Júnior,6,8,Neymar da Silva Santos Junior,6,20,70.3,6.4,55.8,9.7,14.870776711389354
3869253_1,3869253,Brazil vs South Korea,Brazil,Vinícius José Paixão de Oliveira Júnior,6,9,Thiago Emiliano da Silva,6,22,55.0,12.4,56.9,23.9,11.655899793666723
3869253_1,3869253,Brazil vs South Korea,Brazil,Vinícius José Paixão de Oliveira Júnior,6,10,Danilo Luiz da Silva,6,24,56.9,25.9,58.0,53.0,27.122315535366816
3869253_1,3869253,Brazil vs South Korea,Brazil,Vinícius José Paixão de Oliveira Júnior,6,11,Éder Gabriel Militão,6,27,61.9,53.8,88.0,76.8,34.78807266866045
3869253_1,3869253,Brazil vs South Korea,Brazil,Vinícius José Paixão de Oliveira Júnior,6,12,Raphael Dias Belloli,6,31,87.6,66.6,84.3,58.6,8.653900854527967
3869253_1,3869253,Brazil vs South Korea,Brazil,Vinícius José Paixão de Oliveira Júnior,6,13,Raphael Dias Belloli,6,38,117.3,55.2,111.3,44.4,12.354756169184405
3869253_3,3869253,Brazil vs South Korea,Brazil,Richarlison de Andrade,28,1,Raphael Dias Belloli,27,43,93.4,32.1,98.6,14.8,18.0646062785769
3869253_3,3869253,Brazil vs South Korea,Brazil,Richarlison de Andrade,28,2,Carlos Henrique Casimiro,27,49,88.4,51.3,104.1,59.6,17.758941409892643
3869253_3,3869253,Brazil vs South Korea,Brazil,Richarlison de Andrade,28,3,Lucas Tolentino Coelho de Lima,27,57,104.9,76.2,85.1,71.6,20.327321515635074
3869253_3,3869253,Brazil vs South Korea,Brazil,Richarlison de Andrade,28,4,Richarlison de Andrade,28,9,94.4,50.4,100.2,48.8,6.016643582596527
3869253_3,3869253,Brazil vs South Korea,Brazil,Richarlison de Andrade,28,5,Marcos Aoás Corrêa,28,11,102.7,48.6,99.7,39.3,9.771898484941403
3869253_3,3869253,Brazil vs South Korea,Brazil,Richarlison de Andrade,28,6,Thiago Emiliano da Silva,28,11,99.7,39.3,108.4,42.8,9.377632963600146
3869253_4,3869253,Brazil vs South Korea,Brazil,Lucas Tolentino Coelho de Lima,35,1,Carlos Henrique Casimiro,35,25,10.9,0.1,10.9,13.0,12.9
3869253_4,3869253,Brazil vs South Korea,Brazil,Lucas Tolentino Coelho de Lima,35,2,Danilo Luiz da Silva,35,31,15.0,14.6,27.0,19.0,12.781236246936366
3869253_4,3869253,Brazil vs South Korea,Brazil,Lucas Tolentino Coelho de Lima,35,3,Lucas Tolentino Coelho de Lima,35,32,25.7,18.7,36.6,18.1,10.916501271011699
3869253_4,3869253,Brazil vs South Korea,Brazil,Lucas Tolentino Coelho de Lima,35,4,Richarlison de Andrade,35,37,64.7,29.9,77.5,11.8,22.168671588527804
3869253_4,3869253,Brazil vs South Korea,Brazil,Lucas Tolentino Coelho de Lima,35,5,Neymar da Silva Santos Junior,35,40,89.5,20.3,110.7,19.2,21.22851855405836
3869253_4,3869253,Brazil vs South Korea,Brazil,Lucas Tolentino Coelho de Lima,35,6,Vinícius José Paixão de Oliveira Júnior,35,43,112.8,25.1,110.0,44.8,19.897989848223357
3869152_1,3869152,France vs Poland,France,Olivier Giroud,43,1,Jules Koundé,43,2,94.8,80.0,89.9,64.5,16.25607578722491
3869152_1,3869152,France vs Poland,France,Olivier Giroud,43,2,Ousmane Dembélé,43,5,89.9,64.5,77.4,33.0,33.88952640566109
3869152_1,3869152,France vs Poland,France,Olivier Giroud,43,3,Aurélien Djani Tchouaméni,43,8,76.4,30.1,81.5,16.0,14.993998799519758
3869152_1,3869152,France vs Poland,France,Olivier Giroud,43,4,Adrien Rabiot,43,11,81.5,16.0,78.7,25.6,10.0
3869152_1,3869152,France vs Poland,France,Olivier Giroud,43,5,Aurélien Djani Tchouaméni,43,13,78.7,25.6,80.7,47.9,22.389506470666117
3869152_1,3869152,France vs Poland,France,Olivier Giroud,43,6,Ousmane Dembélé,43,14,80.7,47.9,70.3,45.1,10.770329614269013
3869152_1,3869152,France vs Poland,France,Olivier Giroud,43,7,Raphaël Varane,43,15,70.3,45.1,90.5,73.3,34.68832656672847
3869152_1,3869152,France vs Poland,France,Olivier Giroud,43,8,Jules Koundé,43,19,89.9,73.3,86.4,58.2,15.500322577288507
3869152_1,3869152,France vs Poland,France,Olivier Giroud,43,9,Ousmane Dembélé,43,22,86.4,58.2,83.4,49.0,9.67677632272236
3869152_1,3869152,France vs Poland,France,Olivier Giroud,43,10,Dayotchanculle Upamecano,43,25,84.4,30.1,94.4,24.8,11.317685275708987
3869152_1,3869152,France vs Poland,France,Olivier Giroud,43,11,Kylian Mbappé Lottin,43,26,94.4,24.8,104.9,29.5,11.503912377969506
3869152_2,3869152,France vs Poland,France,Kylian Mbappé Lottin,73,1,Raphaël Varane,73,40,8.8,39.3,11.8,41.9,3.9698866482558426
3869152_2,3869152,France vs Poland,France,Kylian Mbappé Lottin,73,2,Antoine Griezmann,73,42,11.8,41.9,42.8,34.6,31.847919869278744
3869152_2,3869152,France vs Poland,France,Kylian Mbappé Lottin,73,3,Olivier Giroud,73,48,62.7,46.2,71.5,72.3,27.543601797876754
3869152_2,3869152,France vs Poland,France,Kylian Mbappé Lottin,73,4,Ousmane Dembélé,73,53,90.3,57.3,100.8,29.5,29.71683024819437
3869152_3,3869152,France vs Poland,France,Kylian Mbappé Lottin,90,1,Dayotchanculle Upamecano,89,42,51.8,22.2,56.7,13.2,10.24743870437877
3869152_3,3869152,France vs Poland,France,Kylian Mbappé Lottin,90,2,Marcus Thuram,89,44,55.9,13.0,47.7,18.3,9.763708311906901
3869152_3,3869152,France vs Poland,France,Kylian Mbappé Lottin,90,3,Dayotchanculle Upamecano,89,45,47.1,14.1,56.7,20.7,11.649892703368561
3869152_3,3869152,France vs Poland,France,Kylian Mbappé Lottin,90,4,Antoine Griezmann,89,47,54.4,22.2,58.9,27.1,6.65281895139196
3869152_3,3869152,France vs Poland,France,Kylian Mbappé Lottin,90,5,Adrien Rabiot,89,47,58.9,28.6,55.7,28.2,3.224903099319416
3869152_3,3869152,France vs Poland,France,Kylian Mbappé Lottin,90,6,Antoine Griezmann,89,50,63.1,36.1,76.6,28.2,15.641611170208773
3869152_3,3869152,France vs Poland,France,Kylian Mbappé Lottin,90,7,Kylian Mbappé Lottin,89,53,82.2,24.6,105.5,8.9,28.09590717524529
3869152_3,3869152,France vs Poland,France,Kylian Mbappé Lottin,90,8,Marcus Thuram,90,3,112.3,13.4,106.1,24.1,12.366486970841803
3869117_1,3869117,Netherlands vs United States,Netherlands,Memphis Depay,9,1,Daley Blind,8,28,80.5,25.7,41.2,28.7,39.41433749284643
3869117_1,3869117,Netherlands vs United States,Netherlands,Memphis Depay,9,2,Virgil van Dijk,8,32,41.2,28.7,7.8,38.8,34.89369570567154
3869117_1,3869117,Netherlands vs United States,Netherlands,Memphis Depay,9,3,Andries Noppert,8,36,12.6,39.4,27.2,31.9,16.41371377842321
3869117_1,3869117,Netherlands vs United States,Netherlands,Memphis Depay,9,4,Virgil van Dijk,8,38,27.2,31.9,32.5,24.9,8.780091115700337
3869117_1,3869117,Netherlands vs United States,Netherlands,Memphis Depay,9,5,Frenkie de Jong,8,41,29.7,24.6,27.9,35.1,10.653168542738822
3869117_1,3869117,Netherlands vs United States,Netherlands,Memphis Depay,9,6,Virgil van Dijk,8,44,34.9,44.6,41.8,77.0,33.12657543423406
3869117_1,3869117,Netherlands vs United States,Netherlands,Memphis Depay,9,7,Denzel Dumfries,8,48,40.0,75.0,26.1,65.3,16.949926253526886
3869117_1,3869117,Netherlands vs United States,Netherlands,Memphis Depay,9,8,Jurriën David Norman Timber,8,51,26.8,63.9,8.8,38.5,31.131334696732807
3869117_1,3869117,Netherlands vs United States,Netherlands,Memphis Depay,9,9,Andries Noppert,8,54,9.2,35.6,22.7,29.4,14.855638660118252
3869117_1,3869117,Netherlands vs United States,Netherlands,Memphis Depay,9,10,Frenkie de Jong,9,2,11.6,46.8,18.5,70.2,24.396106246694377
3869117_1,3869117,Netherlands vs United States,Netherlands,Memphis Depay,9,11,Jurriën David Norman Timber,9,8,32.0,74.1,19.9,74.6,12.110326172320876
3869117_1,3869117,Netherlands vs United States,Netherlands,Memphis Depay,9,12,Frenkie de Jong,9,10,19.3,72.5,14.9,52.7,20.28299780604435
3869117_1,3869117,Netherlands vs United States,Netherlands,Memphis Depay,9,13,Virgil van Dijk,9,13,14.9,46.8,23.5,14.2,33.715278435747784
3869117_1,3869117,Netherlands vs United States,Netherlands,Memphis Depay,9,14,Nathan Aké,9,16,25.0,12.7,33.5,3.2,12.747548783981962
3869117_1,3869117,Netherlands vs United States,Netherlands,Memphis Depay,9,15,Daley Blind,9,17,33.5,3.2,46.6,17.9,19.690099034794112
3869117_1,3869117,Netherlands vs United States,Netherlands,Memphis Depay,9,16,Memphis Depay,9,19,46.4,18.5,44.5,11.4,7.349829930005183
3869117_1,3869117,Netherlands vs United States,Netherlands,Memphis Depay,9,17,Marten de Roon,9,21,44.5,11.3,54.4,21.1,13.930183056945088
3869117_1,3869117,Netherlands vs United States,Netherlands,Memphis Depay,9,18,Davy Klaassen,9,22,54.7,22.1,49.1,23.9,5.882176467941098
3869117_1,3869117,Netherlands vs United States,Netherlands,Memphis Depay,9,19,Memphis Depay,9,22,49.1,24.1,62.9,37.0,18.890473789717397
3869117_1,3869117,Netherlands vs United States,Netherlands,Memphis Depay,9,20,Cody Mathès Gakpo,9,27,81.2,52.0,107.9,68.1,31.17851824574093
3869117_1,3869117,Netherlands vs United States,Netherlands,Memphis Depay,9,21,Denzel Dumfries,9,30,108.7,68.3,104.9,43.7,24.89176570675531
3869117_2,3869117,Netherlands vs United States,Netherlands,Daley Blind,45,1,Denzel Dumfries,45,27,106.1,80.0,100.1,71.1,10.73359212938521
3869117_2,3869117,Netherlands vs United States,Netherlands,Daley Blind,45,2,Marten de Roon,45,28,100.1,71.1,105.1,75.7,6.794115100585218
3869117_2,3869117,Netherlands vs United States,Netherlands,Daley Blind,45,3,Davy Klaassen,45,32,100.7,63.6,110.0,65.7,9.53414914924242
3869117_2,3869117,Netherlands vs United States,Netherlands,Daley Blind,45,4,Denzel Dumfries,45,34,117.0,59.4,107.6,38.5,22.916587878652443
3869117_3,3869117,Netherlands vs United States,United States,Haji Wright,75,1,DeAndre Yedlin,75,14,82.4,48.5,93.6,51.0,11.475626344561753
3869117_3,3869117,Netherlands vs United States,United States,Haji Wright,75,2,Walker Zimmerman,75,16,93.6,51.9,87.0,54.8,7.209022125087418
3869117_3,3869117,Netherlands vs United States,United States,Haji Wright,75,3,DeAndre Yedlin,75,16,86.6,54.8,106.3,67.2,23.277671704876333
3869117_3,3869117,Netherlands vs United States,United States,Haji Wright,75,4,Christian Pulisic,75,20,113.2,55.6,115.1,45.2,10.572133181151283
3869117_4,3869117,Netherlands vs United States,Netherlands,Denzel Dumfries,80,1,Andries Noppert,80,1,15.0,34.8,39.2,8.9,35.44643846707311
3869117_4,3869117,Netherlands vs United States,Netherlands,Denzel Dumfries,80,2,Daley Blind,80,5,45.2,5.8,81.2,26.2,41.37825515896
3869117_4,3869117,Netherlands vs United States,Netherlands,Denzel Dumfries,80,3,Steven Bergwijn,80,8,81.9,26.2,83.9,17.3,9.121951545584968
3869117_4,3869117,Netherlands vs United States,Netherlands,Denzel Dumfries,80,4,Frenkie de Jong,80,14,77.5,26.2,85.6,6.3,21.485343841791313
3869117_4,3869117,Netherlands vs United States,Netherlands,Denzel Dumfries,80,5,Daley Blind,80,17,86.4,6.3,97.1,23.0,19.833809518093084
3869117_4,3869117,Netherlands vs United States,Netherlands,Denzel Dumfries,80,6,Memphis Depay,80,22,104.9,15.3,99.1,22.5,9.245539465060983
3869117_4,3869117,Netherlands vs United States,Netherlands,Denzel Dumfries,80,7,Frenkie de Jong,80,24,99.1,22.5,106.3,6.9,17.181385275931625
3869117_4,3869117,Netherlands vs United States,Netherlands,Denzel Dumfries,80,8,Daley Blind,80,26,107.8,7.1,113.5,44.3,37.63416001453998
3857270_1,3857270,Portugal vs Uruguay,Portugal,Bruno Miguel Borges Fernandes,53,1,Diogo Meireles Costa,52,58,7.3,40.0,15.3,19.9,21.633538776631067
3857270_1,3857270,Portugal vs Uruguay,Portugal,Bruno Miguel Borges Fernandes,53,2,Rúben Santos Gato Alves Dias,53,3,20.6,13.0,32.2,20.8,13.978555004005244
3857270_1,3857270,Portugal vs Uruguay,Portugal,Bruno Miguel Borges Fernandes,53,3,Rúben Diogo Da Silva Neves,53,5,42.6,16.1,45.4,2.6,13.787313008704778
3857270_1,3857270,Portugal vs Uruguay,Portugal,Bruno Miguel Borges Fernandes,53,4,Raphaël Adelino José Guerreiro,53,10,56.3,4.2,39.3,14.6,19.92887352561604
3857270_1,3857270,Portugal vs Uruguay,Portugal,Bruno Miguel Borges Fernandes,53,5,Rúben Santos Gato Alves Dias,53,14,39.3,15.4,50.9,22.2,13.446189051177289
3857270_1,3857270,Portugal vs Uruguay,Portugal,Bruno Miguel Borges Fernandes,53,6,Rúben Diogo Da Silva Neves,53,15,48.5,23.2,39.2,42.5,21.423818520515898
3857270_1,3857270,Portugal vs Uruguay,Portugal,Bruno Miguel Borges Fernandes,53,7,Kléper Laveran Lima Ferreira,53,17,39.2,42.5,46.1,56.7,15.787653403846946
3857270_1,3857270,Portugal vs Uruguay,Portugal,Bruno Miguel Borges Fernandes,53,8,William Silva de Carvalho,53,20,55.1,58.2,69.3,74.7,21.76901467682908
3857270_1,3857270,Portugal vs Uruguay,Portugal,Bruno Miguel Borges Fernandes,53,9,Cristiano Ronaldo dos Santos Aveiro,53,23,81.1,75.0,71.9,61.9,16.007810593582118
3857270_1,3857270,Portugal vs Uruguay,Portugal,Bruno Miguel Borges Fernandes,53,10,William Silva de Carvalho,53,24,71.9,61.9,68.6,74.2,12.734991166074682
3857270_1,3857270,Portugal vs Uruguay,Portugal,Bruno Miguel Borges Fernandes,53,11,João Pedro Cavaco Cancelo,53,27,61.7,71.7,45.1,32.4,42.66204402041703
3857270_1,3857270,Portugal vs Uruguay,Portugal,Bruno Miguel Borges Fernandes,53,12,Rúben Santos Gato Alves Dias,53,30,45.1,32.4,62.2,16.5,23.349946466748055
3857270_1,3857270,Portugal vs Uruguay,Portugal,Bruno Miguel Borges Fernandes,53,13,Bernardo Mota Veiga de Carvalho e Silva,53,34,74.7,9.7,87.3,3.1,14.223923509355632
3857270_1,3857270,Portugal vs Uruguay,Portugal,Bruno Miguel Borges Fernandes,53,14,Raphaël Adelino José Guerreiro,53,37,92.4,3.1,96.7,18.5,15.989058759038945
3857263_1,3857263,Spain vs Germany,Spain,Álvaro Borja Morata Martín,61,1,Unai Simón Mendibil,60,49,7.0,36.1,10.4,55.7,19.892712233378337
3857263_1,3857263,Spain vs Germany,Spain,Álvaro Borja Morata Martín,61,2,Rodrigo Hernández Cascante,60,51,4.8,59.6,14.2,76.2,19.076687343456673
3857263_1,3857263,Spain vs Germany,Spain,Álvaro Borja Morata Martín,61,3,Daniel Carvajal Ramos,60,53,14.5,76.6,32.8,66.9,20.711832367031164
3857263_1,3857263,Spain vs Germany,Spain,Álvaro Borja Morata Martín,61,4,Pablo Martín Páez Gavira,60,58,51.7,66.0,65.2,62.2,14.024621207005913
3857263_1,3857263,Spain vs Germany,Spain,Álvaro Borja Morata Martín,61,5,Álvaro Borja Morata Martín,60,59,65.1,62.2,75.1,76.1,17.123375835389464
3857263_1,3857263,Spain vs Germany,Spain,Álvaro Borja Morata Martín,61,6,Marco Asensio Willemsen,61,3,91.9,66.5,105.3,22.3,46.18657813694364
3857263_1,3857263,Spain vs Germany,Spain,Álvaro Borja Morata Martín,61,7,Aymeric Laporte,61,11,78.7,28.7,89.3,16.9,15.861904047118678
3857263_1,3857263,Spain vs Germany,Spain,Álvaro Borja Morata Martín,61,8,Jordi Alba Ramos,61,14,89.4,10.3,74.9,13.9,14.940214188558341
3857263_1,3857263,Spain vs Germany,Spain,Álvaro Borja Morata Martín,61,9,Aymeric Laporte,61,17,74.9,14.4,75.8,30.4,16.02529250903084
3857263_1,3857263,Spain vs Germany,Spain,Álvaro Borja Morata Martín,61,10,Sergio Busquets i Burgos,61,19,75.5,30.4,62.0,46.2,20.781963333621782
3857263_1,3857263,Spain vs Germany,Spain,Álvaro Borja Morata Martín,61,11,Rodrigo Hernández Cascante,61,21,62.6,46.2,70.5,72.5,27.460881267723362
3857263_1,3857263,Spain vs Germany,Spain,Álvaro Borja Morata Martín,61,12,Daniel Carvajal Ramos,61,24,70.9,72.5,57.3,59.4,18.883061192507963
3857263_1,3857263,Spain vs Germany,Spain,Álvaro Borja Morata Martín,61,13,Rodrigo Hernández Cascante,61,26,58.2,58.7,67.7,40.6,20.441624201613728
3857263_1,3857263,Spain vs Germany,Spain,Álvaro Borja Morata Martín,61,14,Sergio Busquets i Burgos,61,28,73.9,38.3,87.2,25.1,18.738463117342356
3857263_1,3857263,Spain vs Germany,Spain,Álvaro Borja Morata Martín,61,15,Daniel Olmo Carvajal,61,30,87.7,17.6,100.3,9.4,15.033296378372905
3857263_1,3857263,Spain vs Germany,Spain,Álvaro Borja Morata Martín,61,16,Jordi Alba Ramos,61,32,105.5,11.0,113.2,34.3,24.539356144772828
3857263_2,3857263,Spain vs Germany,Germany,Niclas Füllkrug,82,1,Lukas Klostermann,82,20,79.5,75.6,84.5,63.7,12.907749610214779
3857263_2,3857263,Spain vs Germany,Germany,Niclas Füllkrug,82,2,Leroy Sané,82,22,86.6,56.1,99.9,48.0,15.572411502397449
3857259_1,3857259,Cameroon vs Serbia,Cameroon,Jean-Charles Castelletto,28,1,Pierre Kunde Malong,28,5,120.0,0.1,115.2,33.5,33.74314745248285
3857259_2,3857259,Cameroon vs Serbia,Serbia,Strahinja Pavlović,45,1,Dušan Tadić,45,20,86.0,26.7,110.7,42.8,29.4838939083697
3857259_3,3857259,Cameroon vs Serbia,Serbia,Sergej Milinković-Savić,47,1,Filip Kostić,47,38,64.7,0.1,102.3,3.6,37.76254758355161
3857259_3,3857259,Cameroon vs Serbia,Serbia,Sergej Milinković-Savić,47,2,Sergej Milinković-Savić,47,47,90.1,41.9,99.3,57.7,18.283325736856526
3857259_3,3857259,Cameroon vs Serbia,Serbia,Sergej Milinković-Savić,47,3,Andrija Živković,47,50,102.3,55.3,97.8,47.4,9.091754506144563
3857259_4,3857259,Cameroon vs Serbia,Serbia,Aleksandar Mitrović,52,1,Aleksandar Mitrović,52,19,95.5,27.8,109.1,22.4,14.632839779072272
3857259_4,3857259,Cameroon vs Serbia,Serbia,Aleksandar Mitrović,52,2,Filip Kostić,52,21,108.9,22.6,102.5,41.2,19.6702821535432
3857259_4,3857259,Cameroon vs Serbia,Serbia,Aleksandar Mitrović,52,3,Sergej Milinković-Savić,52,22,102.5,41.2,108.9,53.3,13.688316185711079
3857259_4,3857259,Cameroon vs Serbia,Serbia,Aleksandar Mitrović,52,4,Andrija Živković,52,25,109.4,48.6,113.6,40.2,9.39148550549911
3857259_5,3857259,Cameroon vs Serbia,Cameroon,Vincent Paté Aboubakar,62,1,Devis Rogers Epassy Mboka,62,32,6.0,44.0,12.4,25.8,19.29248558377069
3857259_5,3857259,Cameroon vs Serbia,Cameroon,Vincent Paté Aboubakar,62,2,Nouhou Tolo,62,36,16.5,22.7,11.7,31.1,9.67470929795826
3857259_5,3857259,Cameroon vs Serbia,Cameroon,Vincent Paté Aboubakar,62,3,Nicolas Alexis Julio N'Koulou Ndoubena,62,39,11.7,31.1,13.4,58.9,27.851929915178225
3857259_5,3857259,Cameroon vs Serbia,Cameroon,Vincent Paté Aboubakar,62,4,Jean-Charles Castelletto,62,46,41.2,63.2,85.3,49.6,46.14943119909496
3857259_6,3857259,Cameroon vs Serbia,Cameroon,Jean-Eric Maxim Choupo-Moting,65,1,Ngoran Suiru Fai Collins,65,19,40.5,48.9,79.8,54.9,39.755376994816686
3857259_6,3857259,Cameroon vs Serbia,Cameroon,Jean-Eric Maxim Choupo-Moting,65,2,Vincent Paté Aboubakar,65,24,107.2,54.9,111.0,37.0,18.298907071188705
3857295_1,3857295,Japan vs Costa Rica,Costa Rica,Keysher Fuller Spence,80,1,Yeltsin Ignacio Tejeda Valverde,80,6,92.3,47.7,102.6,48.5,10.331021246711282
3857283_1,3857283,Belgium vs Morocco,Morocco,Romain Saïss,72,1,Abdelhamid Sabiri,72,36,114.1,3.6,118.0,36.4,33.031046002208285
3857283_2,3857283,Belgium vs Morocco,Morocco,Zakaria Aboukhlal,91,1,Munir Mohand Mohamedi,91,39,6.0,36.0,75.6,29.5,69.90286117177178
3857283_2,3857283,Belgium vs Morocco,Morocco,Zakaria Aboukhlal,91,2,Abderrazak Hamdallah,91,43,75.6,29.5,87.5,40.1,15.936436239009026
3857283_2,3857283,Belgium vs Morocco,Morocco,Zakaria Aboukhlal,91,3,Zakaria Aboukhlal,91,45,87.5,40.1,98.9,39.7,11.407015385279363
3857283_2,3857283,Belgium vs Morocco,Morocco,Zakaria Aboukhlal,91,4,Hakim Ziyech,91,50,116.0,55.8,110.3,46.8,10.653168542738824
3857284_2,3857284,Germany vs Japan,Japan,Ritsu Doan,74,1,Junya Ito,73,58,38.3,80.0,35.8,63.9,16.292943257741985
3857284_2,3857284,Germany vs Japan,Japan,Ritsu Doan,74,2,Ko Itakura,74,4,33.0,59.8,22.5,47.6,16.096272860510282
3857284_2,3857284,Germany vs Japan,Japan,Ritsu Doan,74,3,Maya Yoshida,74,10,20.3,42.4,20.3,16.3,26.099999999999998
3857284_2,3857284,Germany vs Japan,Japan,Ritsu Doan,74,4,Takehiro Tomiyasu,74,13,20.6,14.1,45.9,2.2,27.958898404622452
3857284_2,3857284,Germany vs Japan,Japan,Ritsu Doan,74,5,Kaoru Mitoma,74,19,44.8,20.2,38.7,58.5,38.78272811445837
3857284_2,3857284,Germany vs Japan,Japan,Ritsu Doan,74,6,Ko Itakura,74,23,49.8,64.2,70.7,76.4,24.200206610688273
3857284_2,3857284,Germany vs Japan,Japan,Ritsu Doan,74,7,Junya Ito,74,31,74.7,62.0,69.4,53.6,9.932270636667123
3857284_2,3857284,Germany vs Japan,Japan,Ritsu Doan,74,8,Wataru Endo,74,33,68.5,53.8,76.0,45.5,11.186599125739688
3857284_2,3857284,Germany vs Japan,Japan,Ritsu Doan,74,9,Daichi Kamada,74,33,75.7,46.0,57.2,42.8,18.77471704180918
3857284_2,3857284,Germany vs Japan,Japan,Ritsu Doan,74,10,Maya Yoshida,74,35,57.2,42.8,62.0,25.2,18.242806801586205
3857284_2,3857284,Germany vs Japan,Japan,Ritsu Doan,74,11,Takehiro Tomiyasu,74,37,62.6,22.5,82.0,5.8,25.59785147234041
3857284_2,3857284,Germany vs Japan,Japan,Ritsu Doan,74,12,Kaoru Mitoma,74,43,100.1,21.6,112.8,24.4,13.004999038831185
3857284_3,3857284,Germany vs Japan,Japan,Takuma Asano,82,1,Ko Itakura,82,36,39.2,71.1,97.3,59.7,59.20785420871118
3857282_1,3857282,United States vs Wales,United States,Timothy Weah,35,1,Walker Zimmerman,35,0,26.2,21.8,39.0,8.7,18.315294155431957
3857282_1,3857282,United States vs Wales,United States,Timothy Weah,35,2,Antonee Robinson,35,2,38.6,8.7,57.6,13.4,19.57268504830137
3857282_1,3857282,United States vs Wales,United States,Timothy Weah,35,3,Christian Pulisic,35,4,57.6,13.4,56.1,20.0,6.768308503607086
3857282_1,3857282,United States vs Wales,United States,Timothy Weah,35,4,Yunus Dimoara Musah,35,6,56.1,20.0,69.2,17.7,13.30037593453659
3857282_1,3857282,United States vs Wales,United States,Timothy Weah,35,5,Joshua Sargent,35,7,68.5,17.5,66.4,22.2,5.147815070493497
3857282_1,3857282,United States vs Wales,United States,Timothy Weah,35,6,Christian Pulisic,35,11,87.8,31.6,107.7,37.8,20.84346420343797
3857286_2,3857286,Qatar vs Ecuador,Ecuador,Enner Remberto Valencia Lastra,30,1,Moisés Isaac Caicedo Corozo,30,41,112.6,71.8,98.0,73.5,14.698639392814556
3857286_2,3857286,Qatar vs Ecuador,Ecuador,Enner Remberto Valencia Lastra,30,2,Angelo Smit Preciado Quiñónez,30,43,98.2,73.5,109.6,38.0,37.28551997759988
3857301_1,3857301,Qatar vs Senegal,Senegal,Boulaye Dia,40,1,Kalidou Koulibaly,39,41,58.2,43.4,60.2,49.3,6.229767250869006
