match_id,match_label,team,opponent,possession,formation,player,period,minute,second,shot_type,shot_context,is_penalty_shootout,is_standard_shot,shot_outcome,is_goal,shot_xg,play_pattern,passes_before_shot,pass_category,duration_seconds,players_involved,start_x,start_y,start_zone,shot_x,shot_y,entry_method,passes_to_entry,time_to_entry,fast_entry_before_shot
3857266,France vs Denmark,France,Denmark,50,4231,Jules Koundé,1,29,53,Open Play,Open play / other,False,False,Blocked,0,0.02881258,From Goal Kick,4,4-6,18.0,5,6.0,44.0,Defensives Drittel,109.0,56.2,Langer Pass,3.0,5.0,True
3857266,France vs Denmark,France,Denmark,56,4231,Antoine Griezmann,1,32,48,Open Play,Open play / other,False,False,Saved,0,0.010852635,From Counter,2,0-3,6.0,2,77.5,10.8,Mittelfeld,118.2,23.1,Carry,0.0,0.0,True
3857266,France vs Denmark,France,Denmark,56,4231,Aurélien Djani Tchouaméni,1,32,52,Open Play,Open play / other,False,False,Blocked,0,0.054124165,Regular Play,3,0-3,10.0,4,77.5,10.8,Mittelfeld,99.7,39.1,Carry,0.0,0.0,True
3857266,France vs Denmark,France,Denmark,56,4231,Ousmane Dembélé,1,32,55,Open Play,Open play / other,False,False,Blocked,0,0.046849832,From Counter,4,4-6,13.0,4,77.5,10.8,Mittelfeld,108.2,48.0,Carry,0.0,0.0,True
3857266,France vs Denmark,France,Denmark,56,4231,Adrien Rabiot,1,33,36,Open Play,Open play / other,False,False,Blocked,0,0.02230111,Regular Play,13,10+,54.0,10,77.5,10.8,Mittelfeld,100.1,24.5,Carry,0.0,0.0,True
3857266,France vs Denmark,Denmark,France,59,343,Andreas Evald Cornelius,1,35,17,Open Play,Open play / other,False,False,Off T,0,0.048269883,From Counter,3,0-3,9.0,2,32.3,57.3,Defensives Drittel,107.4,55.8,Carry,2.0,5.0,True
3857266,France vs Denmark,France,Denmark,60,4231,Olivier Giroud,1,36,33,Open Play,Open play / other,False,False,Off T,0,0.045027424,From Goal Kick,12,10+,37.0,10,6.0,36.0,Defensives Drittel,108.6,45.2,Carry,3.0,10.0,True
3857266,France vs Denmark,France,Denmark,65,4231,Kylian Mbappé Lottin,1,39,33,Open Play,Open play / other,False,False,Off T,0,0.18605462,Regular Play,2,0-3,9.0,3,49.6,62.9,Mittelfeld,106.0,43.8,Langer Pass,1.0,3.0,True
3857266,France vs Denmark,Denmark,France,73,343,Christian Dannemann Eriksen,1,44,43,Open Play,Open play / other,False,False,Off T,0,0.006951803,Regular Play,0,0-3,12.0,1,68.9,19.8,Mittelfeld,83.0,42.5,Carry,0.0,0.0,True
3857266,France vs Denmark,France,Denmark,78,4231,Kylian Mbappé Lottin,1,47,25,Open Play,Throw-in,False,True,Blocked,0,0.011081066,From Throw In,5,4-6,20.0,5,22.3,80.0,Defensives Drittel,98.6,18.5,Kurzer Pass,5.0,15.0,True
3857266,France vs Denmark,France,Denmark,100,4231,Kylian Mbappé Lottin,2,55,59,Open Play,Open play / other,False,False,Saved,0,0.03630777,Regular Play,2,0-3,11.0,3,38.5,13.3,Defensives Drittel,104.1,30.1,Carry,2.0,6.0,True
3857266,France vs Denmark,France,Denmark,104,4231,Antoine Griezmann,2,59,2,Open Play,Throw-in,False,True,Off T,0,0.21733604,From Throw In,6,4-6,17.0,5,57.4,0.1,Mittelfeld,102.6,38.8,Langer Pass,6.0,14.0,False
3857266,France vs Denmark,France,Denmark,106,4231,Kylian Mbappé Lottin,2,60,25,Open Play,Open play / other,False,False,Goal,1,0.08505598,Regular Play,5,4-6,18.0,4,22.3,68.8,Defensives Drittel,110.8,31.3,Kurzer Pass,3.0,10.0,True
3857266,France vs Denmark,Denmark,France,119,343,Joachim Andersen,2,67,14,Open Play,Corner,False,True,Wayward,0,0.082872435,From Corner,1,0-3,1.0,2,120.0,80.0,Offensives Drittel,112.2,43.9,Bereits im offensiven Drittel,0.0,0.0,True
3857266,France vs Denmark,Denmark,France,119,343,Andreas Christensen,2,67,15,Open Play,Corner,False,True,Goal,1,0.25384808,From Corner,1,0-3,2.0,3,120.0,80.0,Offensives Drittel,113.0,37.6,Bereits im offensiven Drittel,0.0,0.0,True
3857266,France vs Denmark,Denmark,France,126,343,Jesper Lindstrøm,2,72,21,Open Play,Open play / other,False,False,Saved,0,0.18929456,From Keeper,23,10+,88.0,10,6.0,40.7,Defensives Drittel,107.4,33.0,Langer Pass,10.0,40.0,False
3857266,France vs Denmark,Denmark,France,127,343,Christian Dannemann Eriksen,2,73,18,Open Play,Corner,False,True,Blocked,0,0.0264413,From Corner,1,0-3,14.0,3,120.0,80.0,Offensives Drittel,93.3,45.1,Bereits im offensiven Drittel,0.0,0.0,True
3857266,France vs Denmark,France,Denmark,133,4231,Aurélien Djani Tchouaméni,2,77,38,Open Play,Corner,False,True,Blocked,0,0.22405402,From Corner,1,0-3,2.0,2,120.0,80.0,Offensives Drittel,113.7,37.7,Bereits im offensiven Drittel,0.0,0.0,True
3857266,France vs Denmark,France,Denmark,134,4231,Jules Koundé,2,78,21,Open Play,Corner,False,True,Off T,0,0.106879756,From Corner,1,0-3,9.0,3,120.0,0.1,Offensives Drittel,110.7,40.7,Bereits im offensiven Drittel,0.0,0.0,True
3857266,France vs Denmark,France,Denmark,135,4231,Adrien Rabiot,2,79,3,Open Play,Corner,False,True,Off T,0,0.080693014,From Corner,2,0-3,9.0,5,120.0,80.0,Offensives Drittel,112.7,47.3,Bereits im offensiven Drittel,0.0,0.0,True
3857266,France vs Denmark,Denmark,France,137,343,Martin Braithwaite Christensen,2,80,16,Open Play,Throw-in,False,True,Post,0,0.23786028,From Throw In,1,0-3,6.0,3,64.8,80.0,Mittelfeld,110.0,45.1,No entry found,,,False
3857266,France vs Denmark,Denmark,France,143,343,Pierre-Emile Højbjerg,2,83,58,Open Play,Open play / other,False,False,Off T,0,0.015153575,Regular Play,7,7-9,35.0,8,49.6,7.8,Mittelfeld,87.2,48.7,Langer Pass,6.0,21.0,False
3857266,France vs Denmark,France,Denmark,144,4231,Kylian Mbappé Lottin,2,85,9,Open Play,Open play / other,False,False,Goal,1,0.38353118,From Goal Kick,9,7-9,35.0,9,7.0,44.1,Defensives Drittel,117.8,36.5,Langer Pass,8.0,27.0,False
3857266,France vs Denmark,Denmark,France,146,343,Joachim Andersen,2,88,18,Open Play,Throw-in,False,True,Blocked,0,0.014218964,From Throw In,15,10+,38.0,8,95.2,80.0,Offensives Drittel,94.3,53.4,Kurzer Pass,5.0,14.0,True
3857266,France vs Denmark,France,Denmark,147,4231,Kylian Mbappé Lottin,2,90,18,Open Play,Open play / other,False,False,Saved,0,0.033781487,Regular Play,28,10+,119.0,10,16.6,47.5,Defensives Drittel,99.4,25.5,Langer Pass,28.0,113.0,False
3857266,France vs Denmark,Denmark,France,160,343,Joakim Mæhle,2,96,37,Open Play,Throw-in,False,True,Off T,0,0.013632962,From Throw In,0,0-3,4.0,3,116.5,80.0,Offensives Drittel,87.5,42.4,Bereits im offensiven Drittel,0.0,0.0,True
3857284,Germany vs Japan,Germany,Japan,27,4231,Joshua Kimmich,1,13,18,Open Play,Throw-in,False,True,Blocked,0,0.022911863,From Throw In,25,10+,88.0,10,92.9,0.1,Offensives Drittel,93.0,31.2,Carry,3.0,10.0,True
3857284,Germany vs Japan,Germany,Japan,29,4231,Antonio Rüdiger,1,15,59,Open Play,Corner,False,True,Off T,0,0.026021937,From Corner,1,0-3,2.0,2,120.0,0.1,Offensives Drittel,110.5,50.6,Bereits im offensiven Drittel,0.0,0.0,True
3857284,Germany vs Japan,Germany,Japan,36,4231,Joshua Kimmich,1,19,49,Open Play,Open play / other,False,False,Saved,0,0.05193508,Regular Play,13,10+,33.0,8,43.7,9.5,Mittelfeld,96.9,39.6,Kurzer Pass,11.0,27.0,False
3857284,Germany vs Japan,Germany,Japan,45,4231,İlkay Gündoğan,1,25,53,Open Play,Throw-in,False,True,Blocked,0,0.042519,From Throw In,8,7-9,15.0,7,80.7,80.0,Offensives Drittel,99.7,29.6,Bereits im offensiven Drittel,0.0,0.0,True
3857284,Germany vs Japan,Germany,Japan,46,4231,İlkay Gündoğan,1,27,31,Open Play,Throw-in,False,True,Saved,0,0.041637745,From Throw In,13,10+,37.0,8,104.1,0.1,Offensives Drittel,94.4,42.8,Carry,3.0,10.0,True
3857284,Germany vs Japan,Germany,Japan,49,4231,İlkay Gündoğan,1,28,39,Open Play,Throw-in,False,True,Blocked,0,0.12241382,From Throw In,7,7-9,34.0,8,57.2,0.1,Mittelfeld,105.3,36.8,Carry,5.0,20.0,False
3857284,Germany vs Japan,Germany,Japan,54,4231,İlkay Gündoğan,1,32,35,Penalty,Penalty,False,True,Goal,1,0.7835,Other,0,0-3,0.0,1,108.0,40.0,Offensives Drittel,108.0,40.0,Bereits im offensiven Drittel,0.0,0.0,True
3857284,Germany vs Japan,Germany,Japan,65,4231,Serge Gnabry,1,37,32,Open Play,Open play / other,False,False,Blocked,0,0.028658802,Regular Play,9,7-9,32.0,7,30.0,6.2,Defensives Drittel,93.1,48.2,Langer Pass,7.0,24.0,False
3857284,Germany vs Japan,Germany,Japan,65,4231,Jamal Musiala,1,37,47,Open Play,Open play / other,False,False,Blocked,0,0.03933018,Regular Play,12,10+,47.0,9,30.0,6.2,Defensives Drittel,108.5,28.3,Langer Pass,7.0,24.0,False
3857284,Germany vs Japan,Germany,Japan,67,4231,İlkay Gündoğan,1,40,37,Open Play,Free kick,False,True,Saved,0,0.031919174,From Free Kick,16,10+,43.0,9,32.6,46.1,Defensives Drittel,93.3,39.0,Kurzer Pass,4.0,9.0,True
3857284,Germany vs Japan,Germany,Japan,70,4231,Joshua Kimmich,1,41,5,Open Play,Open play / other,False,False,Off T,0,0.05113006,Regular Play,6,4-6,10.0,6,63.2,6.2,Mittelfeld,97.0,42.2,Kurzer Pass,2.0,3.0,True
3857284,Germany vs Japan,Germany,Japan,76,4231,Jamal Musiala,1,44,29,Open Play,Throw-in,False,True,Off T,0,0.06614002,From Throw In,34,10+,100.0,11,96.5,80.0,Offensives Drittel,101.9,45.1,Carry,1.0,2.0,True
3857284,Germany vs Japan,Germany,Japan,81,4231,Joshua Kimmich,1,48,33,Open Play,Throw-in,False,True,Saved,0,0.047906045,From Throw In,21,10+,77.0,9,52.2,80.0,Mittelfeld,100.3,40.5,Carry,19.0,64.0,False
3857284,Germany vs Japan,Germany,Japan,81,4231,Serge Gnabry,1,48,35,Open Play,Throw-in,False,True,Wayward,0,0.21508263,From Throw In,21,10+,79.0,9,52.2,80.0,Mittelfeld,114.3,29.9,Carry,19.0,64.0,False
3857284,Germany vs Japan,Japan,Germany,82,4231,Daizen Maeda,1,50,28,Open Play,Free kick,False,True,Off T,0,0.07710243,From Free Kick,4,4-6,26.0,6,9.2,42.5,Defensives Drittel,111.0,34.3,No entry found,,,False
3857284,Germany vs Japan,Germany,Japan,86,4231,Serge Gnabry,2,46,34,Open Play,Free kick,False,True,Post,0,0.013327111,From Free Kick,5,4-6,27.0,7,63.9,24.2,Mittelfeld,108.3,57.9,Carry,4.0,18.0,False
3857284,Germany vs Japan,Japan,Germany,93,4231,Daichi Kamada,2,49,41,Open Play,Open play / other,False,False,Blocked,0,0.06444196,Regular Play,7,7-9,21.0,8,81.4,73.4,Offensives Drittel,103.3,47.4,Carry,4.0,8.0,True
3857284,Germany vs Japan,Germany,Japan,95,4231,Jamal Musiala,2,50,46,Open Play,Open play / other,False,False,Off T,0,0.15860753,Regular Play,3,0-3,16.0,4,93.1,56.0,Offensives Drittel,107.2,41.0,Bereits im offensiven Drittel,0.0,0.0,True
3857284,Germany vs Japan,Japan,Germany,108,4231,Takuma Asano,2,57,6,Open Play,Open play / other,False,False,Off T,0,0.06737846,Regular Play,4,4-6,9.0,4,44.9,58.0,Mittelfeld,114.7,49.4,Carry,2.0,4.0,True
3857284,Germany vs Japan,Germany,Japan,110,4231,İlkay Gündoğan,2,59,14,Open Play,Free kick,False,True,Post,0,0.10696415,From Free Kick,22,10+,79.0,10,26.6,21.4,Defensives Drittel,103.0,40.0,Langer Pass,14.0,41.0,False
3857284,Germany vs Japan,Japan,Germany,113,4231,Takuma Asano,2,60,18,Open Play,Open play / other,False,False,Off T,0,0.06586899,Regular Play,7,7-9,21.0,6,8.3,29.5,Defensives Drittel,106.4,25.8,Carry,6.0,12.0,False
3857284,Germany vs Japan,Japan,Germany,124,4231,Takuma Asano,2,65,30,Open Play,Throw-in,False,True,Blocked,0,0.029970925,From Throw In,9,7-9,23.0,8,63.1,0.1,Mittelfeld,106.9,26.5,Langer Pass,4.0,7.0,True
3857284,Germany vs Japan,Japan,Germany,125,4231,Ko Itakura,2,66,2,Open Play,Corner,False,True,Blocked,0,0.034016185,From Corner,1,0-3,2.0,2,120.0,0.1,Offensives Drittel,112.6,51.3,Bereits im offensiven Drittel,0.0,0.0,True
3857284,Germany vs Japan,Japan,Germany,126,4231,Takuma Asano,2,67,51,Open Play,Throw-in,False,True,Blocked,0,0.0360808,From Throw In,15,10+,46.0,9,113.0,80.0,Offensives Drittel,112.5,51.1,Langer Pass,14.0,40.0,False
3857284,Germany vs Japan,Germany,Japan,130,4231,Jonas Hofmann,2,69,46,Open Play,Open play / other,False,False,Saved,0,0.32657883,Regular Play,7,7-9,16.0,7,36.0,36.1,Defensives Drittel,111.1,48.5,Carry,3.0,8.0,True
3857284,Germany vs Japan,Germany,Japan,130,4231,Serge Gnabry,2,69,51,Open Play,Open play / other,False,False,Saved,0,0.02483029,Regular Play,8,7-9,21.0,7,36.0,36.1,Defensives Drittel,103.3,57.9,Carry,3.0,8.0,True
3857284,Germany vs Japan,Germany,Japan,130,4231,Serge Gnabry,2,70,2,Open Play,Open play / other,False,False,Saved,0,0.11167552,Regular Play,10,10+,32.0,8,36.0,36.1,Defensives Drittel,112.2,43.5,Carry,3.0,8.0,True
3857284,Germany vs Japan,Germany,Japan,130,4231,Serge Gnabry,2,70,4,Open Play,Open play / other,False,False,Saved,0,0.0550312,Regular Play,10,10+,34.0,8,36.0,36.1,Defensives Drittel,117.7,49.5,Carry,3.0,8.0,True
3857284,Germany vs Japan,Japan,Germany,134,4231,Junya Ito,2,72,39,Open Play,Free kick,False,True,Saved,0,0.06845111,From Free Kick,7,7-9,21.0,6,51.2,61.8,Mittelfeld,109.2,36.3,Langer Pass,2.0,3.0,True
3857284,Germany vs Japan,Japan,Germany,134,4231,Hiroki Sakai,2,72,40,Open Play,Free kick,False,True,Off T,0,0.28772855,From Free Kick,7,7-9,22.0,7,51.2,61.8,Mittelfeld,113.4,46.3,Langer Pass,2.0,3.0,True
3857284,Germany vs Japan,Japan,Germany,137,4231,Takumi Minamino,2,74,45,Open Play,Throw-in,False,True,Saved,0,0.013784891,From Throw In,12,10+,47.0,9,38.3,80.0,Defensives Drittel,112.8,24.4,Kurzer Pass,11.0,39.0,False
3857284,Germany vs Japan,Japan,Germany,137,4231,Ritsu Doan,2,74,46,Open Play,Throw-in,False,True,Goal,1,0.4777511,From Throw In,12,10+,48.0,9,38.3,80.0,Defensives Drittel,112.1,41.5,Kurzer Pass,11.0,39.0,False
3857284,Germany vs Japan,Germany,Japan,141,4231,Antonio Rüdiger,2,79,46,Open Play,Corner,False,True,Off T,0,0.18550046,From Corner,1,0-3,2.0,2,120.0,0.1,Offensives Drittel,115.5,39.4,Bereits im offensiven Drittel,0.0,0.0,True
3857284,Germany vs Japan,Japan,Germany,147,4231,Takuma Asano,2,82,42,Open Play,Free kick,False,True,Goal,1,0.02668418,From Free Kick,1,0-3,6.0,2,39.2,71.1,Defensives Drittel,117.7,50.2,Langer Pass,1.0,0.0,True
3857284,Germany vs Japan,Germany,Japan,158,4231,Niclas Füllkrug,2,89,16,Open Play,Throw-in,False,True,Off T,0,0.031593546,From Throw In,4,4-6,6.0,4,86.9,80.0,Offensives Drittel,106.9,41.0,Bereits im offensiven Drittel,0.0,0.0,True
3857284,Germany vs Japan,Germany,Japan,165,4231,Antonio Rüdiger,2,93,50,Open Play,Throw-in,False,True,Off T,0,0.017847534,From Throw In,2,0-3,7.0,3,106.4,0.1,Offensives Drittel,86.2,37.2,Bereits im offensiven Drittel,0.0,0.0,True
3857284,Germany vs Japan,Germany,Japan,167,4231,Leon Goretzka,2,94,42,Open Play,Free kick,False,True,Off T,0,0.088851534,From Free Kick,4,4-6,8.0,5,50.8,6.7,Mittelfeld,100.3,40.9,Langer Pass,3.0,5.0,True
3857284,Germany vs Japan,Germany,Japan,172,4231,Niklas Süle,2,97,16,Open Play,Free kick,False,True,Blocked,0,0.07610536,From Free Kick,0,0-3,2.0,3,95.9,71.0,Offensives Drittel,116.5,31.6,Bereits im offensiven Drittel,0.0,0.0,True
3857254,Denmark vs Tunisia,Tunisia,Denmark,5,343,Youssef Msakni,1,2,2,Open Play,Open play / other,False,False,Blocked,0,0.023819994,From Goal Kick,6,4-6,23.0,6,7.0,44.1,Defensives Drittel,92.6,52.0,Kurzer Pass,5.0,16.0,False
3857254,Denmark vs Tunisia,Tunisia,Denmark,13,343,Issam Jebali,1,4,10,Open Play,Open play / other,False,False,Blocked,0,0.014059674,Regular Play,3,0-3,18.0,5,44.9,34.8,Mittelfeld,114.0,54.8,Kurzer Pass,2.0,4.0,True
3857254,Denmark vs Tunisia,Tunisia,Denmark,23,343,Mohamed Dräger,1,10,46,Open Play,Throw-in,False,True,Blocked,0,0.033114884,From Throw In,3,0-3,8.0,4,97.9,0.1,Offensives Drittel,93.4,44.5,Bereits im offensiven Drittel,0.0,0.0,True
3857254,Denmark vs Tunisia,Tunisia,Denmark,24,343,Youssef Msakni,1,11,47,Open Play,Corner,False,True,Off T,0,0.04366076,From Corner,1,0-3,1.0,2,120.0,0.1,Offensives Drittel,114.7,29.6,Bereits im offensiven Drittel,0.0,0.0,True
3857254,Denmark vs Tunisia,Denmark,Tunisia,43,352,Kasper Dolberg,1,22,5,Open Play,Corner,False,True,Blocked,0,0.124032564,From Corner,3,0-3,9.0,4,120.0,0.1,Offensives Drittel,115.3,32.5,Bereits im offensiven Drittel,0.0,0.0,True
3857254,Denmark vs Tunisia,Denmark,Tunisia,43,352,Joachim Andersen,1,22,9,Open Play,Corner,False,True,Saved,0,0.02765422,From Corner,3,0-3,13.0,5,120.0,0.1,Offensives Drittel,99.7,30.3,Bereits im offensiven Drittel,0.0,0.0,True
3857254,Denmark vs Tunisia,Denmark,Tunisia,66,352,Pierre-Emile Højbjerg,1,32,58,Open Play,Corner,False,True,Saved,0,0.008709067,From Corner,1,0-3,7.0,2,120.0,80.0,Offensives Drittel,95.4,19.0,Bereits im offensiven Drittel,0.0,0.0,True
3857254,Denmark vs Tunisia,Tunisia,Denmark,78,343,Yassine Meriah,1,38,12,Open Play,Corner,False,True,Blocked,0,0.046073906,From Corner,1,0-3,1.0,2,120.0,80.0,Offensives Drittel,111.4,49.3,Bereits im offensiven Drittel,0.0,0.0,True
3857254,Denmark vs Tunisia,Tunisia,Denmark,78,343,Aïssa Bilal Laïdouni,1,38,14,Open Play,Corner,False,True,Off T,0,0.06712157,From Corner,1,0-3,3.0,3,120.0,80.0,Offensives Drittel,115.0,52.2,Bereits im offensiven Drittel,0.0,0.0,True
3857254,Denmark vs Tunisia,Tunisia,Denmark,86,343,Issam Jebali,1,42,0,Open Play,Throw-in,False,True,Saved,0,0.4656446,From Throw In,2,0-3,5.0,3,75.9,80.0,Mittelfeld,112.0,44.9,Kurzer Pass,1.0,0.0,True
3857254,Denmark vs Tunisia,Tunisia,Denmark,87,343,Ellyes Joris Skhiri,1,42,47,Open Play,Corner,False,True,Off T,0,0.059586592,From Corner,0,0-3,4.0,2,120.0,80.0,Offensives Drittel,99.8,40.9,Bereits im offensiven Drittel,0.0,0.0,True
3857254,Denmark vs Tunisia,Tunisia,Denmark,100,343,Issam Jebali,2,45,11,Open Play,Open play / other,False,False,Wayward,0,0.11338296,From Kick Off,4,4-6,10.0,4,60.0,40.0,Mittelfeld,112.1,47.5,Langer Pass,3.0,6.0,True
3857254,Denmark vs Tunisia,Tunisia,Denmark,101,343,Youssef Msakni,2,45,45,Open Play,Corner,False,True,Off T,0,0.07208876,From Corner,1,0-3,1.0,2,120.0,80.0,Offensives Drittel,114.7,48.7,Bereits im offensiven Drittel,0.0,0.0,True
3857254,Denmark vs Tunisia,Tunisia,Denmark,108,343,Mohamed Dräger,2,50,57,Open Play,Corner,False,True,Blocked,0,0.020917216,From Corner,3,0-3,8.0,3,120.0,0.1,Offensives Drittel,92.2,49.3,Bereits im offensiven Drittel,0.0,0.0,True
3857254,Denmark vs Tunisia,Tunisia,Denmark,110,343,Ellyes Joris Skhiri,2,52,1,Open Play,Corner,False,True,Blocked,0,0.041405495,From Corner,1,0-3,4.0,3,120.0,80.0,Offensives Drittel,99.5,39.6,Bereits im offensiven Drittel,0.0,0.0,True
3857254,Denmark vs Tunisia,Tunisia,Denmark,110,343,Dylan Daniel Mahmoud Bronn,2,52,2,Open Play,Corner,False,True,Blocked,0,0.059058707,From Corner,1,0-3,5.0,3,120.0,80.0,Offensives Drittel,103.9,36.4,Bereits im offensiven Drittel,0.0,0.0,True
3857254,Denmark vs Tunisia,Denmark,Tunisia,114,352,Kasper Dolberg,2,56,32,Open Play,Throw-in,False,True,Wayward,0,0.25651878,From Throw In,18,10+,65.0,8,58.4,0.1,Mittelfeld,117.0,35.0,Langer Pass,14.0,44.0,False
3857254,Denmark vs Tunisia,Denmark,Tunisia,136,352,Christian Dannemann Eriksen,2,68,26,Open Play,Open play / other,False,False,Saved,0,0.08509644,From Keeper,8,7-9,33.0,6,6.8,53.8,Defensives Drittel,99.2,36.8,Carry,8.0,30.0,False
3857254,Denmark vs Tunisia,Denmark,Tunisia,137,352,Andreas Christensen,2,69,15,Open Play,Corner,False,True,Wayward,0,0.27134958,From Corner,1,0-3,3.0,2,120.0,80.0,Offensives Drittel,117.4,37.0,Bereits im offensiven Drittel,0.0,0.0,True
3857254,Denmark vs Tunisia,Denmark,Tunisia,137,352,Andreas Evald Cornelius,2,69,16,Open Play,Corner,False,True,Post,0,0.5683119,From Corner,1,0-3,4.0,3,120.0,80.0,Offensives Drittel,118.2,43.9,Bereits im offensiven Drittel,0.0,0.0,True
3857254,Denmark vs Tunisia,Denmark,Tunisia,151,352,Mathias Jensen,2,75,27,Open Play,Open play / other,False,False,Off T,0,0.02872357,Regular Play,9,7-9,32.0,8,45.1,53.0,Mittelfeld,102.5,24.2,Kurzer Pass,7.0,20.0,False
3857254,Denmark vs Tunisia,Denmark,Tunisia,182,352,Andreas Evald Cornelius,2,91,9,Open Play,Throw-in,False,True,Saved,0,0.14539434,From Throw In,1,0-3,2.0,2,111.3,0.1,Offensives Drittel,114.4,36.8,Bereits im offensiven Drittel,0.0,0.0,True
3857254,Denmark vs Tunisia,Denmark,Tunisia,185,352,Joakim Mæhle,2,91,41,Open Play,Open play / other,False,False,Blocked,0,0.028684001,Regular Play,2,0-3,9.0,3,81.3,70.4,Offensives Drittel,95.0,30.2,Bereits im offensiven Drittel,0.0,0.0,True
3857254,Denmark vs Tunisia,Denmark,Tunisia,191,352,Andreas Evald Cornelius,2,96,18,Open Play,Corner,False,True,Saved,0,0.022084296,From Corner,1,0-3,2.0,2,120.0,0.1,Offensives Drittel,108.8,46.4,Bereits im offensiven Drittel,0.0,0.0,True
3857265,Mexico vs Poland,Poland,Mexico,13,4141,Robert Lewandowski,1,6,46,Open Play,Corner,False,True,Blocked,0,0.056964528,From Corner,1,0-3,2.0,2,120.0,80.0,Offensives Drittel,110.6,37.2,Bereits im offensiven Drittel,0.0,0.0,True
3857265,Mexico vs Poland,Mexico,Poland,23,433,Héctor Alfredo Moreno Herrera,1,11,44,Open Play,Corner,False,True,Off T,0,0.1766503,From Corner,4,4-6,9.0,4,120.0,0.1,Offensives Drittel,114.5,42.4,Bereits im offensiven Drittel,0.0,0.0,True
3857265,Mexico vs Poland,Mexico,Poland,48,433,Ernesto Alexis Vega Rojas,1,25,41,Open Play,Free kick,False,True,Off T,0,0.098180205,From Free Kick,7,7-9,27.0,5,69.2,70.6,Mittelfeld,113.2,34.6,Kurzer Pass,2.0,5.0,True
3857265,Mexico vs Poland,Mexico,Poland,76,433,Ernesto Alexis Vega Rojas,1,43,56,Open Play,Throw-in,False,True,Blocked,0,0.025630916,From Throw In,8,7-9,43.0,6,106.9,80.0,Offensives Drittel,108.5,23.7,Kurzer Pass,6.0,26.0,False
3857265,Mexico vs Poland,Mexico,Poland,76,433,Jorge Eduardo Sánchez Ramos,1,44,18,Open Play,Throw-in,False,True,Saved,0,0.0069717234,From Throw In,14,10+,65.0,8,106.9,80.0,Offensives Drittel,110.1,60.7,Kurzer Pass,6.0,26.0,False
3857265,Mexico vs Poland,Mexico,Poland,79,433,Luis Gerardo Chávez Magallón,1,46,1,Open Play,Open play / other,False,False,Blocked,0,0.008207667,Regular Play,11,10+,39.0,8,27.1,47.4,Defensives Drittel,92.1,56.9,Kurzer Pass,9.0,25.0,False
3857265,Mexico vs Poland,Mexico,Poland,97,433,Hirving Rodrigo Lozano Bahena,2,51,45,Open Play,Corner,False,True,Saved,0,0.02413981,From Corner,3,0-3,20.0,5,120.0,80.0,Offensives Drittel,93.9,25.2,Langer Pass,3.0,12.0,True
3857265,Mexico vs Poland,Poland,Mexico,102,4141,Robert Lewandowski,2,57,23,Penalty,Penalty,False,True,Saved,0,0.7835,Other,0,0-3,0.0,1,108.1,40.0,Offensives Drittel,108.1,40.0,Bereits im offensiven Drittel,0.0,0.0,True
3857265,Mexico vs Poland,Poland,Mexico,102,4141,Jakub Kamiński,2,57,26,Open Play,Open play / other,False,False,Blocked,0,0.10166888,Other,0,0-3,3.0,3,108.1,40.0,Offensives Drittel,113.4,48.8,Bereits im offensiven Drittel,0.0,0.0,True
3857265,Mexico vs Poland,Mexico,Poland,105,433,Ernesto Alexis Vega Rojas,2,59,13,Open Play,Throw-in,False,True,Blocked,0,0.0609232,From Throw In,3,0-3,15.0,3,105.0,80.0,Offensives Drittel,107.9,29.9,Bereits im offensiven Drittel,0.0,0.0,True
3857265,Mexico vs Poland,Mexico,Poland,112,433,Henry Josué Martín Mex,2,63,24,Open Play,Free kick,False,True,Saved,0,0.06434309,From Free Kick,7,7-9,19.0,7,67.0,63.2,Mittelfeld,106.7,35.1,Kurzer Pass,2.0,2.0,True
3857265,Mexico vs Poland,Mexico,Poland,117,433,Ernesto Alexis Vega Rojas,2,65,55,Open Play,Free kick,False,True,Off T,0,0.009746956,From Free Kick,13,10+,48.0,9,14.5,75.5,Defensives Drittel,102.7,60.6,Carry,5.0,17.0,False
3857265,Mexico vs Poland,Mexico,Poland,141,433,Ernesto Alexis Vega Rojas,2,79,46,Open Play,Throw-in,False,True,Off T,0,0.014301864,From Throw In,1,0-3,3.0,2,85.6,0.1,Offensives Drittel,93.0,24.5,Bereits im offensiven Drittel,0.0,0.0,True
3857265,Mexico vs Poland,Poland,Mexico,144,4141,Jakub Piotr Kiwior,2,81,21,Open Play,Corner,False,True,Wayward,0,0.12449861,From Corner,1,0-3,1.0,2,120.0,80.0,Offensives Drittel,113.3,41.7,Bereits im offensiven Drittel,0.0,0.0,True
3857265,Mexico vs Poland,Poland,Mexico,165,4141,Jakub Kamiński,2,93,52,Open Play,Open play / other,False,False,Saved,0,0.04959144,Regular Play,5,4-6,28.0,8,29.3,21.3,Defensives Drittel,109.4,24.8,Langer Pass,5.0,26.0,False
3857265,Mexico vs Poland,Poland,Mexico,169,4141,Grzegorz Krychowiak,2,95,25,Open Play,Open play / other,False,False,Off T,0,0.02170277,Regular Play,5,4-6,20.0,5,9.3,18.9,Defensives Drittel,90.9,48.7,Kurzer Pass,4.0,13.0,True
